organization_id,property_id,month,category_code,category_name,account_code,account_name,amount,pct_of_category,pct_of_total
00000000-0000-0000-0000-000000000001,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,2026-01-01,5600,Administrative,5630,Bank Charges & CC Fees,-190.00,100.00,-0.03
00000000-0000-0000-0000-000000000001,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,2026-02-01,5000,Operating Expenses,5100,Owner Rent Expense,697725.00,100.00,94.93
00000000-0000-0000-0000-000000000001,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,2026-02-01,5200,Maintenance & Repairs,5260,Maintenance - HVAC,33300.00,89.16,4.53
00000000-0000-0000-0000-000000000001,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,2026-02-01,5200,Maintenance & Repairs,5290,Maintenance - Other,4050.00,10.84,0.55
00000000-0000-0000-0000-000000000001,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,2026-02-01,5600,Administrative,5630,Bank Charges & CC Fees,-102.54,100.00,-0.01
00000000-0000-0000-0000-000000000001,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,2026-03-01,5000,Operating Expenses,5100,Owner Rent Expense,697725.00,94.97,91.56
00000000-0000-0000-0000-000000000001,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,2026-03-01,5000,Operating Expenses,5900,Other Expenses,36946.00,5.03,4.85
00000000-0000-0000-0000-000000000001,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,2026-03-01,5200,Maintenance & Repairs,5220,Maintenance - Electrical,600.00,2.13,0.08
00000000-0000-0000-0000-000000000001,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,2026-03-01,5200,Maintenance & Repairs,5230,Maintenance - Carpentry,509.00,1.81,0.07
00000000-0000-0000-0000-000000000001,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,2026-03-01,5200,Maintenance & Repairs,5240,Maintenance - Appliances,5920.00,21.03,0.78
00000000-0000-0000-0000-000000000001,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,2026-03-01,5200,Maintenance & Repairs,5260,Maintenance - HVAC,6490.00,23.05,0.85
00000000-0000-0000-0000-000000000001,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,2026-03-01,5200,Maintenance & Repairs,5290,Maintenance - Other,14635.00,51.98,1.92
00000000-0000-0000-0000-000000000001,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,2026-03-01,5600,Administrative,5630,Bank Charges & CC Fees,-804.00,100.00,-0.11
00000000-0000-0000-0000-000000000001,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,2026-04-01,5000,Operating Expenses,5100,Owner Rent Expense,697725.00,99.43,96.86
00000000-0000-0000-0000-000000000001,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,2026-04-01,5000,Operating Expenses,5800,Marketing & Tenant Acquisition,4000.00,0.57,0.56
