id,organization_id,approver_user_id,scope_type,property_id,issue_type_id,created_at
cd50f8a7-9ee4-44f6-9ae2-18714d1d7aa3,00000000-0000-0000-0000-000000000001,9348f230-33b9-441c-b9ef-48a54e9d7407,global,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,null,2026-03-27 11:49:30.217217+00
