id,organization_name,subscription_plan,created_at,onboarding_completed,onboarding_step,ticket_auto_approve_threshold,ticket_repeat_check_days,exit_task_assignee_1,exit_task_assignee_2,logo_url,address_line1,address_line2,city,state,pincode,country,website
00000000-0000-0000-0000-000000000001,Vishful,premium,2026-03-16 17:36:35.764299+00,true,5,1000,30,8c42685b-f2df-4dec-96bd-0e77b715e33e,de767fe3-598a-48f9-a49d-6fc0bf405721,https://slljsigvfaxngpjaajjd.supabase.co/storage/v1/object/public/documents/org-logos/00000000-0000-0000-0000-000000000001/1776756705311-k0obnivlmo.png,"No 51, Dr Radakrishnan Salai, Mylapore",,Chennai,Tamil Nadu,600004,India,http://www.vishful.in
