id,organization_id,property_name,city,state,pincode,status,created_at,gps_latitude,gps_longitude,code,start_date
5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,00000000-0000-0000-0000-000000000001,Vista Heights,"Chennai ",Tamil Nadu,600041,Live,2026-03-16 17:46:59.714781+00,null,null,null,2023-04-01
