bed_id,allotment_1,allotment_2,a1_in,a1_out,a1_status,a2_in,a2_out,a2_status,overlap_start,overlap_end
41f5e6bc-d64a-b8a7-f9d4-2826bba3d899,1e0bb8aa-b4ea-473a-90f7-c89d96df2323,6194596e-7834-47cd-88c4-b13082ada4ee,2024-01-21,2026-02-19,Exited,2026-02-11,2026-05-13,Exited,2026-02-11,2026-02-19
421647d1-fa0d-7e8e-af7d-fa5dcd4ebe7b,afe8f1b5-83f6-449b-ab75-8c70ee10e02f,daf72a75-d234-4c5e-8206-36bd6614babe,2024-12-15,2025-03-20,Exited,2025-03-04,2025-10-31,Exited,2025-03-04,2025-03-20
43a9bdbb-3395-d921-f3e4-2c43057aa600,5b4a7af6-62e8-4971-87dc-8158a970b8fb,7d28ee88-18cb-440b-86e4-24732d117a8b,2025-06-01,2025-07-31,Exited,2025-06-01,2025-06-01,Exited,2025-06-01,2025-06-01
43a9bdbb-3395-d921-f3e4-2c43057aa600,5b4a7af6-62e8-4971-87dc-8158a970b8fb,668a42a5-32bc-4a00-af80-c060fecaeb03,2025-06-01,2025-07-31,Exited,2025-07-27,2025-09-24,Exited,2025-07-27,2025-07-31
4692433b-f9b8-9bdd-a2ff-4cd11d36de58,0d1e4741-28d6-485f-9142-a15e4ff5c364,baec572d-bb5d-4638-aa57-89dd08e7b7eb,2022-03-31,2023-06-30,Exited,2022-08-20,2022-12-27,Exited,2022-08-20,2022-12-27
4692433b-f9b8-9bdd-a2ff-4cd11d36de58,3c6dfb4b-b32b-4155-bcc0-1eab4ccc55ce,700a7643-327e-4095-8700-552384c8ee7e,2025-02-04,2025-10-03,Exited,2024-08-10,2025-02-14,Exited,2025-02-04,2025-02-14
4692433b-f9b8-9bdd-a2ff-4cd11d36de58,4eb2b3b6-d5de-4190-81ab-e563885218a3,56b0ee82-1177-443e-8a50-b939786d1aad,2026-05-24,2026-07-18,Exited,2026-04-12,2026-05-31,Exited,2026-05-24,2026-05-31
48942e49-dfb3-3eff-732a-2842f615cb8a,33717087-45fe-4062-bb32-edb6d86b468d,5c202072-a66c-4bc5-8908-03d82ac2718d,2025-06-07,2025-07-17,Exited,2025-01-06,2025-06-07,Exited,2025-06-07,2025-06-07
48942e49-dfb3-3eff-732a-2842f615cb8a,33717087-45fe-4062-bb32-edb6d86b468d,344e766d-803d-41b0-9ead-19b02ad20786,2025-06-07,2025-07-17,Exited,2025-07-16,2026-03-22,Exited,2025-07-16,2025-07-17
4c38ecbe-c637-8a04-6f67-ffbccbd96317,5fc57cce-98f7-47a7-93f9-5354e8de9c82,6d71c50d-1efe-4198-bed3-b149788f2a88,2024-04-14,2024-11-09,Exited,2024-02-27,2024-04-26,Exited,2024-04-14,2024-04-26
50d7a816-da06-6897-ffe0-cb694a257dec,2b92c273-4b4e-466c-9430-ff2378db6372,fb6ca425-9e5f-4f51-811c-c180458d07ca,2026-04-05,2026-05-02,Exited,2026-05-02,2026-07-20,Exited,2026-05-02,2026-05-02
51597632-5648-1987-017c-c65e2ad300f8,a49dfe35-7e1e-4d81-a32b-8877a575eb1e,d3acdb39-30e5-4ffe-8b9c-f4326c93be87,2024-09-27,2025-09-03,Exited,2025-09-01,2025-09-30,Exited,2025-09-01,2025-09-03
53df99b1-1189-e6c5-90a7-2172d38c9035,17064150-b244-4d6d-a375-bdb235815080,b7e89eb0-3d36-47ff-a391-0cd301aba9df,2024-03-18,2024-08-31,Exited,2024-08-31,2024-08-31,Exited,2024-08-31,2024-08-31
53df99b1-1189-e6c5-90a7-2172d38c9035,902fa4e5-f7dd-4671-9d39-6516ba2e51d8,960e9375-979e-48a5-8bf7-1f5e4f821d99,2025-09-02,null,On-Notice,2025-07-01,2025-09-20,Exited,2025-09-02,2025-09-20
54634a96-25c7-022f-0239-fef1800aebd4,63a0159c-e6c8-4788-b958-b1f31f575481,64768794-73a9-4562-af3d-29ad4599476a,2024-05-07,2024-05-31,Exited,2024-02-19,2024-05-07,Exited,2024-05-07,2024-05-07
54634a96-25c7-022f-0239-fef1800aebd4,a5c3b6ee-62eb-4a93-8975-778887134835,de3fc75a-dc8c-4bfb-b959-494a94a5d287,2026-08-05,null,Staying,2025-11-02,2026-08-05,Exited,2026-08-05,2026-08-05
5810da0c-60c8-5ffd-72cc-d74b1f3425e9,81ba2f90-8814-4a61-8777-c2b150c5e234,bcc476b6-3b2d-42cc-a440-6ff57fd6e3d3,2024-06-29,2025-01-28,Exited,2024-06-08,2024-07-08,Exited,2024-06-29,2024-07-08
5810da0c-60c8-5ffd-72cc-d74b1f3425e9,81ba2f90-8814-4a61-8777-c2b150c5e234,c95071e6-baac-4c03-9ee4-82e18f461a3c,2024-06-29,2025-01-28,Exited,2025-01-18,2025-09-30,Exited,2025-01-18,2025-01-28
5810da0c-60c8-5ffd-72cc-d74b1f3425e9,08b359b3-caad-4e09-a957-8866ca7dba42,c95071e6-baac-4c03-9ee4-82e18f461a3c,2025-09-29,2025-11-30,Exited,2025-01-18,2025-09-30,Exited,2025-09-29,2025-09-30
5810da0c-60c8-5ffd-72cc-d74b1f3425e9,3e77d5cd-7102-4a50-a5a1-f77aced5ebb8,a69a2802-98f7-47de-b82d-e16d657cae9c,2026-04-28,2026-07-01,Exited,2026-02-15,2026-05-01,Exited,2026-04-28,2026-05-01
5964e174-4d85-43f8-388d-3f66a1ecbd0e,17ff314f-3f55-4b40-9e82-aa85e601fdfb,f53bb669-9ac6-4b26-b92d-1989e6fd584a,2024-05-07,2024-05-31,Exited,2024-02-18,2024-05-07,Exited,2024-05-07,2024-05-07
5b45fa77-c694-2c4b-9657-29944633ded5,246c3458-f41d-4862-a1ea-7154091f73c3,66a2f50b-1a02-4134-99e1-3c38dffad558,2024-07-06,2025-03-21,Exited,2025-03-09,2025-04-08,Exited,2025-03-09,2025-03-21
5dad6c37-ac37-145e-cdc8-33bf5ef05497,aa445c76-f817-4bbf-a0ed-429d9c2e97d7,c4b70566-f30c-4ebf-b0bd-f5ae0f27d3b9,2024-09-01,2024-11-03,Exited,2024-06-03,2024-09-02,Exited,2024-09-01,2024-09-02
64cc49bd-a361-2d41-45ab-ba260eff90bc,7ce12566-27b9-4350-9d4f-0270d24be293,d06e259b-0f3f-4c09-bc77-00ec39ab5924,2024-05-07,2024-05-31,Exited,2023-11-27,null,Staying,2024-05-07,2024-05-31
66aab816-d365-9068-e62c-3d82356d8021,025a7e54-0aa1-4250-9d6c-4222bd5fe8eb,f24ddb36-278f-4418-9814-af5c8a7d8159,2022-07-10,2023-06-15,Exited,2023-06-10,2023-07-05,Exited,2023-06-10,2023-06-15
66aab816-d365-9068-e62c-3d82356d8021,f7118285-3f53-4468-90b5-cb0373f007ec,f85396b4-e076-41a6-a5e1-c7981113df4e,2023-07-10,2023-09-15,Exited,2023-09-03,2024-03-29,Exited,2023-09-03,2023-09-15
69a06a67-b0da-0493-6495-0620f46df91c,184b0742-99fa-4f23-bf40-a0f255796bef,7df29bce-4c09-4875-b1ff-9a001f5753bc,2023-08-05,2023-08-20,Exited,2023-08-11,2023-12-22,Exited,2023-08-11,2023-08-20
6a9383e4-a0ac-1ecc-cbac-8ac4dfd10b7e,43586048-77c9-4561-9383-a68fe6f1a296,d2684214-917e-474b-866b-d38509a0bd53,2024-08-01,2024-10-22,Exited,2024-01-21,2024-08-02,Exited,2024-08-01,2024-08-02
6a9383e4-a0ac-1ecc-cbac-8ac4dfd10b7e,084cbeba-199b-4533-8ca4-f9abf83df8f8,eb87b8a3-14da-484d-b2d3-af02f6765739,2025-06-01,2025-07-03,Exited,2024-11-01,2025-06-01,Exited,2025-06-01,2025-06-01
6e45aca0-18fa-334d-4711-4da7cc94e30f,6d27b7fa-9864-413d-81e2-6f298d2a12b3,efa0d66e-ad3e-4e99-b4ea-e5a7da61f354,2025-05-11,2025-07-05,Exited,2024-04-16,2025-05-13,Exited,2025-05-11,2025-05-13
717b9b58-969a-8452-088a-972edaf5da24,a47ad7ef-bedd-401f-989d-7d3b2af250c6,f1af4479-259b-4e41-871d-b6bab37db386,2024-04-15,2024-04-30,Exited,2023-05-05,2024-04-15,Exited,2024-04-15,2024-04-15
717b9b58-969a-8452-088a-972edaf5da24,1f3827bb-860c-4240-bad5-714a89a798d7,db29fb51-7937-47b8-89ae-a76c37602092,2025-02-17,2025-06-30,Exited,2024-07-14,2025-02-24,Exited,2025-02-17,2025-02-24
74002291-4d86-7717-21fc-0a504d1080b7,319657d0-b51b-44fe-a8ed-d324b02bff95,339c2194-5128-4413-ab41-c6c8a8128434,2024-08-04,2024-12-15,Exited,2023-05-01,2024-08-31,Exited,2024-08-04,2024-08-31
74002291-4d86-7717-21fc-0a504d1080b7,1af31ba4-be02-41ab-80f7-31b0a6b8deaf,aad0f942-1ddf-47cf-ba72-32342002566d,2025-06-08,2025-06-08,Exited,2025-06-08,2025-07-06,Exited,2025-06-08,2025-06-08
74a79821-aacb-043c-db1e-2c704e457547,16d3b10d-5534-47ea-9d58-6bf28dccc8ad,4ab14a0f-9437-43ed-9504-94985a2312ab,2024-04-17,2024-08-09,Exited,2024-07-17,null,Staying,2024-07-17,2024-08-09
74a79821-aacb-043c-db1e-2c704e457547,16d3b10d-5534-47ea-9d58-6bf28dccc8ad,1ff33734-0856-4de7-969f-32a72e00dddf,2024-04-17,2024-08-09,Exited,2024-03-12,2024-04-23,Exited,2024-04-17,2024-04-23
7aa135ce-55b9-8787-a51c-fa6c42aad3b2,69341b56-d4c0-4a38-b844-4f3ad2d6221a,6f08860a-522c-400d-b39a-2c974ff6f3cf,2026-08-05,2026-08-21,Exited,2026-07-28,2026-08-05,Exited,2026-08-05,2026-08-05
7c40116d-93d8-18b7-496a-5f628dab192d,04ee0754-17c8-4edc-a0c1-b1c000e6b2ce,b6f67fc7-f321-4090-b196-9e5cb080fade,2025-05-13,2025-06-12,Exited,2025-06-10,2025-07-06,Exited,2025-06-10,2025-06-12
7c40116d-93d8-18b7-496a-5f628dab192d,04ee0754-17c8-4edc-a0c1-b1c000e6b2ce,d54a3478-2b40-42d1-b5c7-343f6f9a6e1c,2025-05-13,2025-06-12,Exited,2025-06-08,2025-06-08,Exited,2025-06-08,2025-06-08
7dcf272d-a13c-9661-df5a-a6704de16ab8,53bd63b6-67b1-4de6-94a4-66b940e4e20a,56c74c11-314a-4b83-b979-71ab776e8ae3,2025-08-17,null,Staying,2025-08-18,2025-08-18,Exited,2025-08-18,2025-08-18
7dcf272d-a13c-9661-df5a-a6704de16ab8,53bd63b6-67b1-4de6-94a4-66b940e4e20a,6b283442-207c-4a26-8ca9-2214393a804b,2025-08-17,null,Staying,2025-05-26,2025-08-17,Exited,2025-08-17,2025-08-17
7f5d0339-af32-1588-78ab-cfbcebe8e47f,b6d39ec4-f024-431b-9783-7b6485fc2a85,eca74bfc-ac13-4475-81df-fd93de5cbf79,2024-08-29,2024-12-31,Exited,2024-05-19,2024-08-31,Exited,2024-08-29,2024-08-31
7fd152e9-2f00-0fc6-c8ed-83b426803a4d,4c4837c0-6282-4361-adf3-89706623857c,5395b65b-ba1f-4960-9fca-37bcf710e72f,2022-12-14,2023-02-06,Exited,2021-01-11,2022-12-15,Exited,2022-12-14,2022-12-15
7fe69b36-41b0-fb38-f990-b56311e3fbad,616effe0-2c07-4b9e-81b6-dc30cecd447a,f9f92fc9-d5c0-4c1b-9d50-6671883c3e5d,2023-05-31,2024-07-15,Exited,2022-07-05,2023-05-31,Exited,2023-05-31,2023-05-31
7fe69b36-41b0-fb38-f990-b56311e3fbad,616effe0-2c07-4b9e-81b6-dc30cecd447a,bbf8a4e4-679e-4ff5-ae0d-6e67d9ae14e8,2023-05-31,2024-07-15,Exited,2024-06-02,2024-06-30,Exited,2024-06-02,2024-06-30
84952c96-2043-cf2d-46cc-061e64428c28,8441d5c4-fdfc-4731-9e95-7af2570dc7ea,a83cb8bf-79d5-41af-945e-0f9d1fd36a15,2025-03-01,2025-05-24,Exited,2025-01-05,2025-03-15,Exited,2025-03-01,2025-03-15
8aaf14fc-4fb9-d280-3018-d757243c952b,1c8ee0ef-db6b-43b1-a9e9-234d5a3b93ca,2ea9ab1e-4840-4daa-a94f-d1168cb43650,2024-06-01,2024-06-30,Exited,2024-06-03,2024-06-03,Exited,2024-06-03,2024-06-03
8e25f001-fe3b-3a8e-0754-b8a08d432526,46a01983-9012-4cb2-b0d6-a9d1f573d3d0,cbc3ba06-d98c-40c2-9fe3-0713100e9d78,2023-07-01,2024-08-17,Exited,2023-05-01,2023-07-07,Exited,2023-07-01,2023-07-07
8e25f001-fe3b-3a8e-0754-b8a08d432526,05399265-1bb2-476e-b9a9-9777cb248975,46a01983-9012-4cb2-b0d6-a9d1f573d3d0,2024-07-27,2024-12-02,Exited,2023-07-01,2024-08-17,Exited,2024-07-27,2024-08-17
8e25f001-fe3b-3a8e-0754-b8a08d432526,05399265-1bb2-476e-b9a9-9777cb248975,6c324c5e-aeef-4e6f-9ef7-34c43ba95b3e,2024-07-27,2024-12-02,Exited,2024-12-02,2025-05-28,Exited,2024-12-02,2024-12-02
8e25f001-fe3b-3a8e-0754-b8a08d432526,f312b2ae-7f10-492c-9287-54120aec2b40,fea05c11-59c1-4026-b397-4565e58eca15,2026-04-12,2026-05-30,Exited,2026-05-24,2026-07-18,Exited,2026-05-24,2026-05-30
8e7cf1aa-84ce-dc1b-38e7-3f51f80f357b,30d0f38e-d286-4331-8b0e-f2a6132e5cb3,5f3bdbac-ad4e-4470-8335-92e10836e2b9,2024-06-30,2024-06-30,Exited,2024-01-28,2024-06-30,Exited,2024-06-30,2024-06-30
8e7cf1aa-84ce-dc1b-38e7-3f51f80f357b,1129e54a-0b3f-417c-b6db-e1090df6981b,9d68a15f-2c09-4d92-aafc-00500eb1cd66,2025-01-05,null,Staying,2024-10-01,2025-01-18,Exited,2025-01-05,2025-01-18
90eedc35-b872-5505-a86d-2824a91e518c,17977b7e-5d13-47b8-8a03-3fe0588740be,e8175ed3-f4b9-4e8c-8756-800672d61068,2022-12-22,2023-05-31,Exited,2022-06-06,2022-12-22,Exited,2022-12-22,2022-12-22
90eedc35-b872-5505-a86d-2824a91e518c,4cfa8225-aa4f-4f73-acf6-83dfd41c1b6a,bf476b22-d29f-4ca9-a890-976eed244d60,2025-03-04,2025-06-05,Exited,2024-11-10,2025-03-10,Exited,2025-03-04,2025-03-10
93663979-f41a-3ec8-8da2-3f87ea43e72e,bdc2c4ae-b9b2-4aa7-b8bd-01fdd0145e27,ce0714ff-a085-4f18-b713-5d7ea55f8d8e,2025-05-05,null,Staying,2023-12-01,2025-05-08,Exited,2025-05-05,2025-05-08
93a076cf-52c6-b904-02a9-5b95125d5dfb,23c5e9e3-4903-464f-8cf1-6b15a4f015d6,502454df-42ea-4cbd-9fd6-1997976a8555,2024-02-26,2024-05-05,Exited,2024-05-05,2024-08-31,Exited,2024-05-05,2024-05-05
93ca06f8-59a4-5441-fa72-8211f7fb7d8a,3c5d7e2c-44b1-43ba-8ac1-f78ac7bf9a90,fd350f40-ed9a-45f8-8aa5-d7e851b263ae,2024-11-04,2024-12-30,Exited,2024-11-04,2024-11-04,Exited,2024-11-04,2024-11-04
93ca06f8-59a4-5441-fa72-8211f7fb7d8a,3c5d7e2c-44b1-43ba-8ac1-f78ac7bf9a90,fd855109-6692-4bf6-b9d1-76412b3f91a5,2024-11-04,2024-12-30,Exited,2024-12-28,2025-04-27,Exited,2024-12-28,2024-12-30
93ca06f8-59a4-5441-fa72-8211f7fb7d8a,562cd310-3e1b-47bd-94f6-8a209b566931,84a6864a-847a-491d-9dcd-e98868d7063f,2025-06-21,2025-06-24,Exited,2025-06-01,2025-07-31,Exited,2025-06-21,2025-06-24
93ca06f8-59a4-5441-fa72-8211f7fb7d8a,43058d1d-6ce8-4ad0-9f04-48ad2efa67c4,84a6864a-847a-491d-9dcd-e98868d7063f,2025-07-16,null,Staying,2025-06-01,2025-07-31,Exited,2025-07-16,2025-07-31
9570bcbc-dd00-294f-7a17-6204b4b0a29b,1acb933b-ee06-488d-ae63-6aa49797c684,57d1d250-caf0-4e54-afe7-757c96a4a181,2023-08-02,2025-06-22,Exited,2025-06-21,2025-12-13,Exited,2025-06-21,2025-06-22
962dbb92-b657-7b1c-10df-8977244bdef2,57ea1d04-79fa-4cd5-8dcb-a9f13f6dd7de,7f3ffec8-9b1c-4df8-bbac-f6e9bd04c00e,2024-10-03,2025-01-14,Exited,2025-01-01,2025-07-03,Exited,2025-01-01,2025-01-14
962dbb92-b657-7b1c-10df-8977244bdef2,111beea8-cbd4-4349-9ebf-f82cada7ec05,7f3ffec8-9b1c-4df8-bbac-f6e9bd04c00e,2025-02-02,2025-02-02,Exited,2025-01-01,2025-07-03,Exited,2025-02-02,2025-02-02
96eb4dcb-a6ae-3881-7690-8a119a4506bc,0facc6aa-e905-4df8-9d5b-f98303e35831,16f797ab-24e6-40ea-b71e-b2257911213d,2022-08-29,2022-12-25,Exited,2022-09-05,2024-01-31,Exited,2022-09-05,2022-12-25
96eb4dcb-a6ae-3881-7690-8a119a4506bc,16f797ab-24e6-40ea-b71e-b2257911213d,68d18f9b-4507-4666-ac72-584dab73def6,2022-09-05,2024-01-31,Exited,2023-02-08,2023-06-28,Exited,2023-02-08,2023-06-28
96eb4dcb-a6ae-3881-7690-8a119a4506bc,37c6fb39-3bee-4626-aef4-1f87dea29c48,dd5ec992-6b66-47df-96f8-dfd077b01677,2024-05-25,2024-08-06,Exited,2024-02-05,2024-05-26,Exited,2024-05-25,2024-05-26
96eb4dcb-a6ae-3881-7690-8a119a4506bc,40c41229-cb7b-45da-8818-3433d1c20604,abf6275d-aab5-4614-963d-9dbe3ee0aa87,2025-03-25,2025-10-01,Exited,2025-09-09,2026-01-11,Exited,2025-09-09,2025-10-01
96eb4dcb-a6ae-3881-7690-8a119a4506bc,40c41229-cb7b-45da-8818-3433d1c20604,a28bb1f5-9704-48e7-beab-26353d29a960,2025-03-25,2025-10-01,Exited,2024-08-18,2025-04-30,Exited,2025-03-25,2025-04-30
96eb4dcb-a6ae-3881-7690-8a119a4506bc,780dc984-9bf9-4aa8-bc3c-227a2829f184,a2b0ee31-8c68-4f88-82a0-a97f2818ee85,2026-01-17,2026-02-17,Exited,2026-02-14,null,Staying,2026-02-14,2026-02-17
9803c12a-e08e-d213-5575-c44623241381,001e7f96-d222-478b-a502-dbcad1cc96b5,c2b24d33-90f8-4d46-aca8-d99bb1f2c844,2024-04-01,2024-07-17,Exited,2024-07-12,2026-01-31,Exited,2024-07-12,2024-07-17
9803c12a-e08e-d213-5575-c44623241381,deef0c83-4c8c-46e7-bbae-139905f81a3c,f775eabb-5fcf-4725-8ffa-808159d48485,2026-06-01,2026-08-08,Exited,2026-03-29,2026-06-01,Exited,2026-06-01,2026-06-01
98fd7f93-0ba0-1cf1-aa22-36fa6d3816ed,3da3ab8f-68d6-4938-b8fd-1e3cab1a6464,765379d8-118b-44af-aa30-79602e0297c6,2024-05-27,2024-06-09,Exited,2024-04-29,2024-05-31,Exited,2024-05-27,2024-05-31
9e254d9d-fe84-3236-eca3-7adff58dafa1,0a989307-6b75-425f-9096-50bad6242ed8,f146269c-fbd2-4dea-aa16-c899ddebf093,2023-07-02,2023-07-30,Exited,2023-07-30,2024-06-07,Exited,2023-07-30,2023-07-30
a45df4b7-c5f0-7a91-40d4-49b836a85b7d,24624e7d-1049-4d1d-a1d3-00acce0a4ef0,f6499a29-0bb5-4d1d-ac0c-dd3fb32a5019,2025-03-02,2025-06-28,Exited,2024-09-05,2025-03-10,Exited,2025-03-02,2025-03-10
a45df4b7-c5f0-7a91-40d4-49b836a85b7d,24624e7d-1049-4d1d-a1d3-00acce0a4ef0,c6bf983e-033d-46e6-825f-5620364a403d,2025-03-02,2025-06-28,Exited,2025-06-24,null,Staying,2025-06-24,2025-06-28
a4def813-d3a1-fa98-de2f-18ad2a9699a7,697875ab-bb4c-4ac9-8234-0c473478b420,ae815367-edc6-4c09-a07e-5fa6303dc14b,2023-09-05,2024-01-25,Exited,2019-11-03,2023-09-30,Exited,2023-09-05,2023-09-30
a4def813-d3a1-fa98-de2f-18ad2a9699a7,4c012f66-06db-4f1c-9f52-211cd3540713,7d18db2b-245f-4c5d-a3e0-2b84f436c943,2025-07-13,2025-11-08,Exited,2024-03-17,2025-07-13,Exited,2025-07-13,2025-07-13
a97d74e9-7adc-a35d-5a71-2ed6aea432be,d937a5c0-aca3-43f3-85dc-76e55bbc556b,fadc9048-80aa-4e3f-af18-704c7a471f5a,2023-12-25,2024-06-30,Exited,2024-06-29,2024-06-29,Exited,2024-06-29,2024-06-29
a97d74e9-7adc-a35d-5a71-2ed6aea432be,10faeb4e-dee0-45d4-9abc-634cebf44af0,41ef036d-4bde-439a-b7a7-ad979c420d01,2024-10-06,2025-02-15,Exited,2024-07-08,2024-10-08,Exited,2024-10-06,2024-10-08
aa6faaa7-b2dc-3312-7b5d-91d48f1f2711,3dbc494b-8cdf-4313-b3b7-54c739b3a23e,cb774f43-617a-4b73-9f13-526077201ee7,2024-08-11,2024-09-15,Exited,2024-06-01,2025-10-20,Exited,2024-08-11,2024-09-15
aa6faaa7-b2dc-3312-7b5d-91d48f1f2711,1039a56f-b966-42c7-af24-d9c93b6e6e3c,cb774f43-617a-4b73-9f13-526077201ee7,2024-10-01,2025-05-19,Exited,2024-06-01,2025-10-20,Exited,2024-10-01,2025-05-19
abfa482f-64b8-5ca0-3072-e8345f44a317,58da70c4-f496-42cb-83ec-0c4bfa1fc472,f2eb3323-0151-4700-af4e-2f3b13979148,2020-10-29,2023-02-25,Exited,2022-09-08,2022-12-27,Exited,2022-09-08,2022-12-27
abfa482f-64b8-5ca0-3072-e8345f44a317,20d5e9a6-73cd-4f5f-9b27-ba9a13e7864e,ce3de6e9-ffa6-4bbc-9b46-e0a146d5e9ac,2025-01-12,null,Staying,2024-12-18,2025-01-17,Exited,2025-01-12,2025-01-17
ac589718-81c1-c7cb-c032-0f81fc39d1db,84f750f2-9bbd-424f-ba7f-7193189241be,8785933b-d7db-45ce-8753-21f7273ced44,2024-07-19,2025-07-26,Exited,2024-05-27,2024-07-19,Exited,2024-07-19,2024-07-19
ac9af09e-62c0-08f5-e71e-d14dc5f83e6d,0dad4959-5b40-4eea-ba8e-9b5a3fafae1e,38bf3373-724a-476b-97ef-ff29115bc036,2025-04-08,2025-05-07,Exited,2023-02-11,2025-04-26,Exited,2025-04-08,2025-04-26
ac9af09e-62c0-08f5-e71e-d14dc5f83e6d,0dad4959-5b40-4eea-ba8e-9b5a3fafae1e,1cacd6fd-9817-46af-9577-9c4b39a706da,2025-04-08,2025-05-07,Exited,2025-04-28,2025-06-30,Exited,2025-04-28,2025-05-07
acc99892-cb35-8aaf-7d74-61bb7125b1bf,4532ca03-379f-45b7-8b13-2d30129ad6f7,bfbe73c1-1d54-415e-a9b7-75ff12d9a5ef,2024-01-28,2024-06-15,Exited,2024-01-07,2024-02-07,Exited,2024-01-28,2024-02-07
acc99892-cb35-8aaf-7d74-61bb7125b1bf,4532ca03-379f-45b7-8b13-2d30129ad6f7,87f857a9-de6f-45c8-8a79-2e660fa0c50d,2024-01-28,2024-06-15,Exited,2024-06-08,2024-09-30,Exited,2024-06-08,2024-06-15
acc99892-cb35-8aaf-7d74-61bb7125b1bf,028fb3c7-fa96-4d12-9554-7511a3d7ab06,87f857a9-de6f-45c8-8a79-2e660fa0c50d,2024-09-22,2025-07-18,Exited,2024-06-08,2024-09-30,Exited,2024-09-22,2024-09-30
b1a13405-1168-9d4a-5a76-9c4953645b2a,442fb7e6-281c-4f92-8dc3-0f6af6cd61fb,841f2fd3-7364-4cc7-b1c0-35aa7cefee9f,2025-07-27,2025-09-24,Exited,2025-06-01,2025-07-31,Exited,2025-07-27,2025-07-31
b3011caa-4f84-1357-f007-ee364043173f,ab42acef-df0d-4f2b-9def-a961cdf6c003,e99c9ea9-09b4-462b-9ffc-9f6e4ae2b735,2024-06-12,2025-04-30,Exited,2025-04-22,2025-04-22,Exited,2025-04-22,2025-04-22
b5a4ef5b-dfab-12e9-96d2-c7657d00fb50,4352d50d-5c00-4355-8bcf-392a22b96126,d96ffdbc-40d1-47d4-a226-d0935748ab15,2024-01-16,2024-05-17,Exited,2024-05-17,2025-03-01,Exited,2024-05-17,2024-05-17
b5a4ef5b-dfab-12e9-96d2-c7657d00fb50,05841c0e-7f6f-4c9f-8b0d-ad24c00cb036,cbde9bdc-2d51-4e5d-a732-1df1160c4b74,2025-03-02,2025-05-02,Exited,2025-05-01,null,Staying,2025-05-01,2025-05-02
b67440c5-1089-ccdb-bb31-3211a4ee4d0e,047e4ff5-1a8d-4524-801a-60c70f28caf8,1d8b2085-b87b-4a65-a8c6-ee6b287ba381,2026-07-01,2026-08-01,Exited,2026-07-28,null,Staying,2026-07-28,2026-08-01
b8451620-5c0d-e318-9cbf-5ecba152b866,2ca17745-8e1f-4a54-bd20-5ca34a0e6db1,7aea3086-2b56-4649-8da2-a76852bcd034,2023-08-03,2023-08-08,Exited,2023-08-08,2024-01-25,Exited,2023-08-08,2023-08-08
