snapshot_at,database,extracted_by,pg_version,txn_snapshot
2026-08-29 09:02:03.620184+00,postgres,postgres,"PostgreSQL 17.6 on aarch64-unknown-linux-gnu, compiled by gcc (GCC) 15.2.0, 64-bit",421016:421016:
