id,organization_id,tenant_id,allotment_id,doc_slot,replaced_at,replaced_by
fcf3b7ab-8cd0-441d-b9f6-cd938844b14e,00000000-0000-0000-0000-000000000001,b0348aa8-ad9f-d0dd-94e8-c71a6627c930,db9ec732-0eba-43c2-8e97-5e7a05e17561,photo,2026-07-25 11:43:45.318821+00,null
