table_schema,table_name,ordinal_position,column_name,data_type,total_rows,non_null_rows,distinct_values
public,owner_contracts,15,agreement_url,text,35,1,1
public,owner_contracts,16,notes,text,35,0,0
public,owner_contracts,17,status,text,35,35,2
public,owner_contracts,18,created_at,timestamp with time zone,35,35,35
public,owner_contracts,19,property_tax_id,text,35,0,0
public,owner_contracts,20,water_tax_details,text,35,0,0
public,owner_contracts,21,payment_schedule,text,35,35,1
public,owner_contracts,22,renewal_date,date,35,35,10
public,owner_contracts,23,renewal_periods,integer,35,35,2
public,owner_contracts,24,ownership_doc_url,text,35,0,0
public,owner_contracts,25,apartment_id,uuid,35,35,34
public,owner_contracts,26,property_tax_amount,numeric,35,35,1
public,owner_contracts,27,property_tax_frequency,text,35,35,1
public,owner_contracts,28,water_tax_id,text,35,0,0
public,owner_contracts,29,water_tax_amount,numeric,35,35,1
public,owner_contracts,30,water_tax_frequency,text,35,35,1
public,owner_contracts,31,rent_paid_in_advance,boolean,35,35,1
public,owner_contracts,32,gst_info,text,35,29,2
public,owner_payments,1,id,uuid,345,345,345
public,owner_payments,2,organization_id,uuid,345,345,1
public,owner_payments,3,owner_id,uuid,345,345,8
public,owner_payments,4,contract_id,uuid,345,345,14
public,owner_payments,5,apartment_id,uuid,345,345,13
public,owner_payments,6,payment_month,text,345,345,46
public,owner_payments,7,due_date,date,345,345,115
public,owner_payments,8,base_amount,numeric,345,345,8
public,owner_payments,9,escalated_amount,numeric,345,345,12
public,owner_payments,10,status,text,345,345,2
public,owner_payments,11,paid_date,date,345,125,63
public,owner_payments,12,payment_mode,text,345,125,1
public,owner_payments,13,notes,text,345,345,138
public,owner_payments,14,created_at,timestamp with time zone,345,345,14
public,owner_payments,15,actual_due_date,date,345,345,109
public,owner_payments,16,reference_number,text,345,65,33
public,owner_payments,17,bill_date,date,345,345,46
public,owner_payments,18,bank_account_id,uuid,345,0,0
public,owners,1,id,uuid,13,13,13
public,owners,2,organization_id,uuid,13,13,1
public,owners,3,full_name,text,13,13,13
public,owners,4,phone,text,13,13,13
public,owners,5,email,text,13,6,6
public,owners,6,pan_number,text,13,10,10
public,owners,7,aadhar_number,text,13,4,4
public,owners,8,address,text,13,13,4
public,owners,9,city,text,13,13,1
public,owners,10,state,text,13,13,3
public,owners,11,pincode,text,13,13,3
public,owners,12,bank_name,text,13,9,7
public,owners,13,bank_account_number,text,13,9,8
public,owners,14,bank_ifsc,text,13,9,8
public,owners,15,gst_number,text,13,4,4
public,owners,16,photo_url,text,13,5,5
public,owners,17,id_proof_url,text,13,4,4
public,owners,18,notes,text,13,0,0
public,owners,19,created_at,timestamp with time zone,13,12,1
public,owners,20,status,text,13,12,1
public,payment_proofs,1,id,uuid,24,24,24
public,payment_proofs,2,organization_id,uuid,24,24,1
public,payment_proofs,3,context,text,24,24,2
public,payment_proofs,4,booking_id,uuid,24,7,7
public,payment_proofs,5,tenant_id,uuid,24,24,14
public,payment_proofs,6,file_url,text,24,24,24
public,payment_proofs,7,extracted,jsonb,24,24,22
public,payment_proofs,8,created_by,uuid,24,24,2
public,payment_proofs,9,created_at,timestamp with time zone,24,24,24
public,payroll,1,id,uuid,0,0,0
public,payroll,2,employee_id,uuid,0,0,0
public,payroll,3,company_id,uuid,0,0,0
public,payroll,4,month,text,0,0,0
public,payroll,5,year,integer,0,0,0
public,payroll,6,base_salary,"numeric(12,2)",0,0,0
public,payroll,7,days_worked,"numeric(5,2)",0,0,0
public,payroll,8,total_days,"numeric(5,2)",0,0,0
public,payroll,9,non_working_days,"numeric(5,2)",0,0,0
public,payroll,10,leave_days,"numeric(5,2)",0,0,0
public,payroll,11,approved_leave_days,"numeric(5,2)",0,0,0
public,payroll,12,rejected_leave_days,"numeric(5,2)",0,0,0
public,payroll,13,half_days,"numeric(5,2)",0,0,0
public,payroll,14,working_days_month,"numeric(5,2)",0,0,0
public,payroll,15,absent_days,"numeric(5,2)",0,0,0
public,payroll,16,hours_worked,"numeric(7,2)",0,0,0
public,payroll,17,overtime_hours,"numeric(5,2)",0,0,0
public,payroll,18,overtime_pay,"numeric(12,2)",0,0,0
public,payroll,19,deductions,"numeric(12,2)",0,0,0
public,payroll,20,net_salary,"numeric(12,2)",0,0,0
public,payroll,21,bonus,"numeric(12,2)",0,0,0
public,payroll,22,status,text,0,0,0
public,payroll,23,paid_date,date,0,0,0
public,payroll,24,payment_mode,text,0,0,0
public,payroll,25,payment_reference,text,0,0,0
public,payroll,26,created_at,timestamp with time zone,0,0,0
public,payroll_sync,1,id,uuid,18,18,18
public,payroll_sync,2,email,text,18,18,18
public,payroll_sync,3,employee_name,text,18,18,18
public,payroll_sync,4,team_member_id,uuid,18,12,12
public,payroll_sync,5,organization_id,uuid,18,12,1
public,payroll_sync,6,period_start,date,18,18,1
public,payroll_sync,7,period_end,date,18,18,1
public,payroll_sync,8,monthly_salary,numeric,18,18,9
public,payroll_sync,9,per_day_salary,numeric,18,18,9
public,payroll_sync,10,present_days,numeric,18,18,6
public,payroll_sync,11,leave_days,numeric,18,18,3
public,payroll_sync,12,absent_days,numeric,18,18,5
public,payroll_sync,13,paid_leave_days,numeric,18,18,3
public,payroll_sync,14,deducted_days,numeric,18,18,5
public,payroll_sync,15,deduction_amount,numeric,18,18,13
public,payroll_sync,16,payable_salary,numeric,18,18,15
public,payroll_sync,17,synced_at,timestamp with time zone,18,18,18
public,profiles,1,id,uuid,222,222,222
public,profiles,2,phone,text,222,222,221
public,profiles,3,full_name,text,222,222,212
public,profiles,4,email,text,222,222,222
public,profiles,5,avatar_url,text,222,0,0
public,profiles,6,organization_id,uuid,222,222,1
public,profiles,7,created_at,timestamp with time zone,222,222,222
public,profiles,8,updated_at,timestamp with time zone,222,222,222
public,properties,1,id,uuid,1,1,1
public,properties,2,organization_id,uuid,1,1,1
public,properties,3,property_name,text,1,1,1
public,properties,4,address,text,1,1,1
public,properties,5,city,text,1,1,1
public,properties,6,state,text,1,1,1
public,properties,7,pincode,text,1,1,1
public,properties,8,status,entity_status,1,1,1
public,properties,9,created_at,timestamp with time zone,1,1,1
public,properties,10,gps_latitude,numeric,1,0,0
public,properties,11,gps_longitude,numeric,1,0,0
public,properties,12,photo_urls,text[],1,0,0
public,properties,13,code,text,1,0,0
public,properties,14,start_date,date,1,1,1
public,properties,16,kyc_qr_code,text,1,1,1
public,property_images,1,id,uuid,2,2,2
public,property_images,2,organization_id,uuid,2,2,1
public,property_images,3,property_id,uuid,2,2,1
public,property_images,4,image_url,text,2,2,2
public,property_images,5,caption,text,2,2,2
public,property_images,6,display_order,integer,2,2,2
public,property_images,7,is_cover,boolean,2,2,2
public,property_images,8,created_at,timestamp with time zone,2,2,2
public,purchase_items,1,id,uuid,0,0,0
public,purchase_items,2,purchase_order_id,uuid,0,0,0
public,purchase_items,3,asset_type_id,uuid,0,0,0
public,purchase_items,4,quantity,integer,0,0,0
public,purchase_items,5,unit_price,"numeric(10,2)",0,0,0
public,purchase_items,6,created_at,timestamp with time zone,0,0,0
public,purchase_items,7,organization_id,uuid,0,0,0
public,purchase_orders,1,id,uuid,0,0,0
public,purchase_orders,2,organization_id,uuid,0,0,0
public,purchase_orders,3,vendor_id,uuid,0,0,0
public,purchase_orders,4,order_date,date,0,0,0
public,purchase_orders,5,total_cost,"numeric(10,2)",0,0,0
public,purchase_orders,6,invoice_number,text,0,0,0
public,purchase_orders,7,status,text,0,0,0
public,purchase_orders,8,created_at,timestamp with time zone,0,0,0
public,receipt_allocations,1,id,uuid,0,0,0
public,receipt_allocations,2,organization_id,uuid,0,0,0
public,receipt_allocations,3,receipt_id,uuid,0,0,0
public,receipt_allocations,4,invoice_id,uuid,0,0,0
public,receipt_allocations,5,adjustment_id,uuid,0,0,0
public,receipt_allocations,6,amount,"numeric(14,2)",0,0,0
public,receipt_allocations,7,allocated_at,timestamp with time zone,0,0,0
public,receipt_allocations,8,allocated_by,uuid,0,0,0
public,receipt_allocations,9,notes,text,0,0,0
public,receipt_number_counters,1,organization_id,uuid,8,8,1
public,receipt_number_counters,2,property_id,uuid,8,8,1
public,receipt_number_counters,3,fy,text,8,8,3
public,receipt_number_counters,4,month,integer,8,8,5
public,receipt_number_counters,5,last_seq,integer,8,8,7
public,receipt_number_counters,6,updated_at,timestamp with time zone,8,8,8
public,receipts,1,id,uuid,5858,5858,5858
public,receipts,2,organization_id,uuid,5858,5858,1
public,receipts,4,payment_date,date,5858,5858,843
public,receipts,5,payment_mode,text,5858,5858,13
public,receipts,6,amount_paid,"numeric(10,2)",5858,5858,2628
public,receipts,7,created_at,timestamp with time zone,5858,5858,1248
public,receipts,8,receipt_number,text,5858,5857,5810
public,receipts,9,bank_account_id,uuid,5858,2404,5
public,receipts,10,reference_number,text,5858,5806,4950
public,receipts,11,tenant_allotment_id,uuid,5858,5858,631
public,receipts,12,tenant_id,uuid,5858,5858,513
public,receipts,13,receipt_type,text,5858,5858,4
public,receipts,14,base_amount,numeric,5858,5858,83
public,receipts,15,processing_fee,numeric,5858,5858,5
public,receipts,19,is_deleted,boolean,5858,5858,2
public,receipts,20,is_locked,boolean,5858,5858,2
public,receipts,21,locked_by,uuid,5858,170,1
public,receipts_dedup_audit,1,id,uuid,9,9,9
public,receipts_dedup_audit,2,organization_id,uuid,9,9,1
public,receipts_dedup_audit,3,tenant_id,uuid,9,9,9
public,receipts_dedup_audit,4,payment_date,date,9,9,9
public,receipts_dedup_audit,5,amount_paid,numeric,9,9,7
public,receipts_dedup_audit,6,reference_number,text,9,9,9
public,receipts_dedup_audit,7,duplicate_count,integer,9,9,3
public,receipts_dedup_audit,8,receipt_ids,uuid[],9,9,9
public,receipts_dedup_audit,9,detected_at,timestamp with time zone,9,9,1
public,regular_maintenance_rules,1,id,uuid,0,0,0
public,regular_maintenance_rules,2,organization_id,uuid,0,0,0
public,regular_maintenance_rules,3,issue_type_id,uuid,0,0,0
public,regular_maintenance_rules,4,maintenance_type,text,0,0,0
public,regular_maintenance_rules,5,frequency,text,0,0,0
public,regular_maintenance_rules,6,asset_type_id,uuid,0,0,0
public,regular_maintenance_rules,7,property_id,uuid,0,0,0
public,regular_maintenance_rules,8,apartment_id,uuid,0,0,0
public,regular_maintenance_rules,9,start_date,date,0,0,0
public,regular_maintenance_rules,10,last_run_at,timestamp with time zone,0,0,0
public,regular_maintenance_rules,11,next_run_at,timestamp with time zone,0,0,0
public,regular_maintenance_rules,12,is_active,boolean,0,0,0
public,regular_maintenance_rules,13,auto_assign,boolean,0,0,0
public,regular_maintenance_rules,14,created_by,uuid,0,0,0
public,regular_maintenance_rules,15,created_at,timestamp with time zone,0,0,0
public,replacement_forecasts,1,id,uuid,0,0,0
public,replacement_forecasts,2,asset_id,uuid,0,0,0
public,replacement_forecasts,3,expected_replacement_date,date,0,0,0
public,replacement_forecasts,4,replacement_cost,"numeric(10,2)",0,0,0
public,replacement_forecasts,5,urgency_level,text,0,0,0
public,replacement_forecasts,6,created_at,timestamp with time zone,0,0,0
public,replacement_forecasts,7,organization_id,uuid,0,0,0
public,role_permissions,1,id,uuid,122,122,122
public,role_permissions,2,organization_id,uuid,122,122,1
public,role_permissions,3,role,text,122,122,9
public,role_permissions,4,module,text,122,122,38
public,role_permissions,5,can_create,boolean,122,122,2
public,role_permissions,6,can_read,boolean,122,122,2
public,role_permissions,7,can_update,boolean,122,122,2
public,role_permissions,8,can_delete,boolean,122,122,2
public,role_permissions,9,created_at,timestamp with time zone,122,122,81
public,role_permissions,10,updated_at,timestamp with time zone,122,122,110
public,room_switches,1,id,uuid,34,34,34
public,room_switches,2,organization_id,uuid,34,34,1
public,room_switches,3,tenant_id,uuid,34,34,24
public,room_switches,4,allotment_id,uuid,34,34,29
public,room_switches,5,old_bed_id,uuid,34,34,21
public,room_switches,6,new_bed_id,uuid,34,34,25
public,room_switches,7,switch_type,text,34,34,2
public,room_switches,8,switch_date,date,34,34,21
public,room_switches,9,effective_date,date,34,34,22
public,room_switches,10,rent_difference,numeric,34,34,8
public,room_switches,11,adjustment_type,text,34,34,3
public,room_switches,12,status,text,34,34,4
public,room_switches,13,notes,text,34,0,0
public,room_switches,14,created_at,timestamp with time zone,34,34,34
public,room_switches,15,old_allotment_id,uuid,34,34,29
public,room_switches,16,new_allotment_id,uuid,34,30,30
public,room_switches,17,old_property_id,uuid,34,34,1
public,room_switches,18,new_property_id,uuid,34,34,1
public,room_switches,19,old_apartment_id,uuid,34,34,15
public,room_switches,20,new_apartment_id,uuid,34,34,15
public,room_switches,21,old_rent,numeric,34,34,4
public,room_switches,22,new_rent,numeric,34,34,5
public,room_switches,23,deposit_difference,numeric,34,34,8
public,room_switches,24,eb_charges,numeric,34,34,22
public,room_switches,25,completed_at,timestamp with time zone,34,26,26
public,room_switches,26,cancelled_at,timestamp with time zone,34,8,8
public,room_switches,27,completed_by,uuid,34,26,2
public,room_switches,28,cancelled_by,uuid,34,8,2
public,running_bed_maintenance_details,1,id,uuid,23,23,23
public,running_bed_maintenance_details,2,organization_id,uuid,23,23,1
public,running_bed_maintenance_details,3,ticket_id,uuid,23,23,20
public,running_bed_maintenance_details,4,purchase_id,uuid,23,4,4
public,running_bed_maintenance_details,5,tenant_id,uuid,23,23,19
public,running_bed_maintenance_details,6,bed_id,uuid,23,23,19
public,running_bed_maintenance_details,7,apartment_id,uuid,23,23,14
public,running_bed_maintenance_details,8,property_id,uuid,23,23,1
public,running_bed_maintenance_details,9,item_name,text,23,23,11
public,running_bed_maintenance_details,10,quantity,integer,23,23,1
public,running_bed_maintenance_details,11,unit_price,numeric,23,23,20
public,running_bed_maintenance_details,12,actual_cost,numeric,23,23,22
public,running_bed_maintenance_details,13,vendor_name,text,23,21,3
public,running_bed_maintenance_details,14,cost_scope,text,23,23,2
public,running_bed_maintenance_details,15,distributed_amount,numeric,23,23,22
public,running_bed_maintenance_details,16,billing_month,text,23,23,5
public,running_bed_maintenance_details,17,maintenance_type,text,23,23,11
public,running_bed_maintenance_details,18,parts_details,jsonb,23,23,4
public,running_bed_maintenance_details,19,diagnosis_summary,text,23,20,17
public,running_bed_maintenance_details,20,notes,text,23,19,1
public,running_bed_maintenance_details,21,created_at,timestamp with time zone,23,23,23
public,running_bed_maintenance_details,22,distributed_beds,jsonb,23,23,22
public,subscription_plans,1,id,uuid,4,4,4
public,subscription_plans,2,plan_name,text,4,4,4
public,subscription_plans,3,display_name,text,4,4,4
public,subscription_plans,4,description,text,4,4,4
public,subscription_plans,5,price_monthly,numeric,4,4,4
public,subscription_plans,6,price_yearly,numeric,4,4,4
public,subscription_plans,7,max_properties,integer,4,4,4
public,subscription_plans,8,max_apartments,integer,4,4,4
public,subscription_plans,9,max_beds,integer,4,4,4
public,subscription_plans,10,max_users,integer,4,4,4
public,subscription_plans,11,max_tenants,integer,4,4,4
public,subscription_plans,12,feature_flags,jsonb,4,4,4
public,subscription_plans,13,is_active,boolean,4,4,1
public,subscription_plans,14,sort_order,integer,4,4,4
public,subscription_plans,15,created_at,timestamp with time zone,4,4,1
public,tab_permissions,1,id,uuid,405,405,405
public,tab_permissions,2,organization_id,uuid,405,405,1
public,tab_permissions,3,role,text,405,405,8
public,tab_permissions,4,module,text,405,405,18
public,tab_permissions,5,tab_key,text,405,405,82
public,tab_permissions,6,is_visible,boolean,405,405,2
public,tab_permissions,7,created_at,timestamp with time zone,405,405,157
public,tab_permissions,8,updated_at,timestamp with time zone,405,405,155
public,tab_permissions,9,can_create,boolean,405,405,2
public,tab_permissions,10,can_read,boolean,405,405,2
public,tab_permissions,11,can_update,boolean,405,405,2
public,tab_permissions,12,can_delete,boolean,405,405,2
public,team_attendance,1,id,uuid,1320,1320,1320
public,team_attendance,2,organization_id,uuid,1320,1320,1
public,team_attendance,3,team_member_id,uuid,1320,1320,20
public,team_attendance,4,date,date,1320,1320,147
public,team_attendance,5,status,text,1320,1320,4
public,team_attendance,6,check_in,time without time zone,1320,1301,166
public,team_attendance,7,check_out,time without time zone,1320,1232,168
public,team_attendance,8,notes,text,1320,1063,211
public,team_attendance,9,created_at,timestamp with time zone,1320,1320,1187
public,team_attendance,10,email,text,1320,1234,14
public,team_attendance,11,convex_record_id,text,1320,1234,1234
public,team_attendance,12,attendance_id,uuid,1320,1320,1320
public,team_attendance,13,overtime_hours,numeric,1320,0,0
public,team_departments,1,id,uuid,4,4,4
public,team_departments,2,organization_id,uuid,4,4,1
public,team_departments,3,name,text,4,4,4
public,team_departments,4,is_deleted,boolean,4,4,1
public,team_departments,5,created_at,timestamp with time zone,4,4,4
public,team_departments,6,updated_at,timestamp with time zone,4,4,4
public,team_departments,7,attendance_exempt,boolean,4,4,2
public,team_members,1,id,uuid,20,20,20
public,team_members,2,organization_id,uuid,20,20,1
public,team_members,3,user_id,uuid,20,7,7
public,team_members,4,first_name,text,20,20,20
public,team_members,5,last_name,text,20,20,17
public,team_members,6,gender,text,20,18,6
public,team_members,7,phone,text,20,20,20
public,team_members,8,email,text,20,20,20
public,team_members,9,date_of_birth,date,20,2,2
public,team_members,10,designation,text,20,15,9
public,team_members,11,department,text,20,17,6
public,team_members,12,joining_date,date,20,3,3
public,team_members,13,id_proof_type,text,20,14,2
public,team_members,14,id_proof_number,text,20,14,1
public,team_members,15,id_proof_url,text,20,14,2
public,team_members,16,photo_url,text,20,14,2
public,team_members,17,pan_number,text,20,13,1
public,team_members,18,aadhar_number,text,20,13,2
public,team_members,19,address,text,20,13,2
public,team_members,20,city,text,20,14,3
public,team_members,21,state,text,20,14,2
public,team_members,22,pincode,text,20,14,3
public,team_members,23,bank_name,text,20,13,2
public,team_members,24,bank_account_number,text,20,13,2
public,team_members,25,bank_ifsc,text,20,13,2
public,team_members,26,emergency_contact_name,text,20,13,1
public,team_members,27,emergency_contact_phone,text,20,13,1
public,team_members,28,salary_amount,numeric,20,20,9
public,team_members,29,status,text,20,20,2
public,team_members,30,created_at,timestamp with time zone,20,20,20
public,team_members,31,exit_date,date,20,6,6
public,team_members,32,exit_type,text,20,6,2
public,team_members,33,exit_reason,text,20,2,2
public,team_members,34,free_leave_days,integer,20,20,1
public,team_members,35,department_id,uuid,20,15,4
public,team_members,36,work_start_time,time without time zone,20,20,3
public,team_members,37,work_hours_per_day,numeric,20,20,1
public,team_payments,1,id,uuid,3,3,3
public,team_payments,2,organization_id,uuid,3,3,1
public,team_payments,3,team_member_id,uuid,3,3,2
public,team_payments,4,payment_type,text,3,3,1
public,team_payments,5,amount,numeric,3,3,3
public,team_payments,6,payment_date,date,3,3,2
public,team_payments,7,payment_month,text,3,3,2
public,team_payments,8,payment_mode,text,3,3,1
public,team_payments,9,notes,text,3,3,2
public,team_payments,10,created_at,timestamp with time zone,3,3,3
public,team_salary_bills,1,id,uuid,71,71,71
public,team_salary_bills,2,organization_id,uuid,71,71,1
public,team_salary_bills,3,team_member_id,uuid,71,71,17
public,team_salary_bills,4,month,text,71,71,7
public,team_salary_bills,5,working_days,integer,71,71,3
public,team_salary_bills,6,present_days,integer,71,71,19
public,team_salary_bills,7,base_salary,numeric,71,71,9
public,team_salary_bills,8,earned_salary,numeric,71,71,37
public,team_salary_bills,9,advance_deducted,numeric,71,71,1
public,team_salary_bills,10,other_deductions,numeric,71,71,1
public,team_salary_bills,11,net_payable,numeric,71,71,37
public,team_salary_bills,12,status,text,71,71,3
public,team_salary_bills,13,notes,text,71,68,32
public,team_salary_bills,14,created_at,timestamp with time zone,71,71,71
public,tenant_absence_records,1,id,uuid,38,38,38
public,tenant_absence_records,2,organization_id,uuid,38,38,1
public,tenant_absence_records,3,tenant_id,uuid,38,38,26
public,tenant_absence_records,4,allotment_id,uuid,38,38,26
public,tenant_absence_records,5,from_date,date,38,38,22
public,tenant_absence_records,6,to_date,date,38,38,22
public,tenant_absence_records,7,reason,text,38,1,1
public,tenant_absence_records,8,created_by,uuid,38,38,3
public,tenant_absence_records,9,created_at,timestamp with time zone,38,38,38
public,tenant_adjustments,1,id,uuid,266,266,266
public,tenant_adjustments,2,organization_id,uuid,266,266,1
public,tenant_adjustments,3,tenant_id,uuid,266,266,128
public,tenant_adjustments,4,allotment_id,uuid,266,266,133
public,tenant_adjustments,5,adjustment_type,text,266,266,2
public,tenant_adjustments,6,amount,numeric,266,266,128
public,tenant_adjustments,7,reason,text,266,138,88
public,tenant_adjustments,8,reference_number,text,266,5,5
public,tenant_adjustments,9,adjustment_date,date,266,266,162
public,tenant_adjustments,10,billing_month,text,266,186,37
public,tenant_adjustments,11,property_id,uuid,266,256,1
public,tenant_adjustments,12,apartment_id,uuid,266,256,35
public,tenant_adjustments,13,bed_id,uuid,266,256,111
public,tenant_adjustments,14,created_by,uuid,266,15,2
public,tenant_adjustments,15,created_at,timestamp with time zone,266,266,239
public,tenant_adjustments,16,is_deleted,boolean,266,266,2
public,tenant_adjustments,17,category,text,266,266,7
public,tenant_adjustments,18,reference_type,text,266,15,3
public,tenant_adjustments,19,reference_id,uuid,266,15,11
public,tenant_adjustments,20,is_locked,boolean,266,266,1
public,tenant_adjustments,21,locked_by,uuid,266,0,0
public,tenant_allotments,1,id,uuid,1213,1213,1213
public,tenant_allotments,2,organization_id,uuid,1213,1213,1
public,tenant_allotments,3,tenant_id,uuid,1213,1213,989
public,tenant_allotments,4,property_id,uuid,1213,1213,1
public,tenant_allotments,5,apartment_id,uuid,1213,1213,38
public,tenant_allotments,6,bed_id,uuid,1213,1213,194
public,tenant_allotments,7,booking_date,date,1213,1195,635
public,tenant_allotments,8,onboarding_date,date,1213,1197,641
public,tenant_allotments,9,estimated_exit_date,date,1213,995,518
public,tenant_allotments,10,actual_exit_date,date,1213,1007,524
public,tenant_allotments,11,monthly_rental,"numeric(10,2)",1213,1186,13
public,tenant_allotments,12,deposit_paid,"numeric(10,2)",1213,1213,26
public,tenant_allotments,13,discount,"numeric(10,2)",1213,1213,16
public,tenant_allotments,14,staying_status,staying_status,1213,1213,5
public,tenant_allotments,15,created_at,timestamp with time zone,1213,1213,192
public,tenant_allotments,16,notice_date,date,1213,995,516
public,tenant_allotments,17,onboarding_charges,numeric,1213,1213,4
public,tenant_allotments,19,prorated_rent,numeric,1213,1201,73
public,tenant_allotments,20,total_due,numeric,1213,1201,73
public,tenant_allotments,21,paid_amount,numeric,1213,1213,101
public,tenant_allotments,22,balance_due,numeric,1213,1213,79
public,tenant_allotments,23,payment_status,text,1213,1213,3
public,tenant_allotments,24,expected_payment_date,date,1213,0,0
public,tenant_allotments,25,kyc_front_url,text,1213,178,161
public,tenant_allotments,26,kyc_back_url,text,1213,178,161
public,tenant_allotments,27,premium,numeric,1213,1213,11
public,tenant_allotments,28,processing_fee,numeric,1213,1213,5
public,tenant_allotments,29,expected_stay_days,integer,1213,15,5
public,tenant_document_history,1,id,uuid,1,1,1
public,tenant_document_history,2,organization_id,uuid,1,1,1
public,tenant_document_history,3,tenant_id,uuid,1,1,1
public,tenant_document_history,4,allotment_id,uuid,1,1,1
public,tenant_document_history,5,doc_slot,text,1,1,1
public,tenant_document_history,6,old_url,text,1,1,1
public,tenant_document_history,7,new_url,text,1,1,1
public,tenant_document_history,8,replaced_at,timestamp with time zone,1,1,1
public,tenant_document_history,9,replaced_by,uuid,1,0,0
public,tenant_exits,1,id,uuid,147,147,147
public,tenant_exits,2,organization_id,uuid,147,147,1
public,tenant_exits,3,tenant_id,uuid,147,147,115
public,tenant_exits,4,allotment_id,uuid,147,147,144
public,tenant_exits,5,bed_id,uuid,147,147,92
public,tenant_exits,6,exit_date,date,147,147,107
public,tenant_exits,7,has_notice,boolean,147,147,1
public,tenant_exits,8,room_inspection,boolean,147,147,2
public,tenant_exits,9,key_returned,boolean,147,147,1
public,tenant_exits,10,damage_charges,numeric,147,147,1
public,tenant_exits,11,key_loss_fee,numeric,147,147,1
public,tenant_exits,12,exit_charges,numeric,147,147,2
public,tenant_exits,13,eb_charges,numeric,147,147,68
public,tenant_exits,14,pending_rent,numeric,147,147,59
public,tenant_exits,15,total_deductions,numeric,147,147,60
public,tenant_exits,16,advance_held,numeric,147,147,18
public,tenant_exits,17,refund_due,numeric,147,147,66
public,tenant_exits,18,refund_status,text,147,147,3
public,tenant_exits,19,refund_date,date,147,101,46
public,tenant_exits,20,notes,text,147,6,3
public,tenant_exits,21,created_at,timestamp with time zone,147,147,110
public,tenant_exits,22,is_deleted,boolean,147,147,2
public,tenant_exits,23,refund_reference,text,147,95,88
public,tenant_exits,24,refund_bank_id,uuid,147,100,5
public,tenant_exits,25,refund_proof_url,text,147,70,70
public,tenant_notices,1,id,uuid,86,86,86
public,tenant_notices,2,organization_id,uuid,86,86,1
public,tenant_notices,3,tenant_id,uuid,86,86,85
public,tenant_notices,4,allotment_id,uuid,86,86,85
public,tenant_notices,5,bed_id,uuid,86,86,69
public,tenant_notices,6,notice_date,date,86,86,57
public,tenant_notices,7,exit_date,date,86,86,59
public,tenant_notices,8,actual_exit_date,date,86,0,0
public,tenant_notices,9,status,text,86,86,1
public,tenant_notices,10,notes,text,86,22,22
public,tenant_notices,11,created_at,timestamp with time zone,86,86,86
public,tenant_remarks,1,id,uuid,2,2,2
public,tenant_remarks,2,organization_id,uuid,2,2,1
public,tenant_remarks,3,tenant_id,uuid,2,2,1
public,tenant_remarks,4,remark_type,text,2,2,2
public,tenant_remarks,5,title,text,2,2,2
public,tenant_remarks,6,description,text,2,0,0
public,tenant_remarks,7,severity,text,2,2,2
public,tenant_remarks,8,created_by,uuid,2,2,1
public,tenant_remarks,9,created_at,timestamp with time zone,2,2,2
public,tenant_transactions,1,id,uuid,16451,16451,16451
public,tenant_transactions,2,tenant_id,uuid,16451,16451,884
public,tenant_transactions,3,allotment_id,uuid,16451,16451,1048
public,tenant_transactions,4,date,date,16451,16451,1046
public,tenant_transactions,5,amount,numeric,16451,16451,4349
public,tenant_transactions,6,direction,text,16451,16451,2
public,tenant_transactions,7,ledger_type,text,16451,16451,3
public,tenant_transactions,8,category,text,16451,16451,11
public,tenant_transactions,9,reference_table,text,16451,16451,5
public,tenant_transactions,10,reference_id,uuid,16451,16451,14424
public,tenant_transactions,11,description,text,16451,16451,13213
public,tenant_transactions,12,metadata,jsonb,16451,16451,14
public,tenant_transactions,13,organization_id,uuid,16451,16451,1
public,tenant_transactions,14,created_at,timestamp with time zone,16451,16451,40
public,tenants,1,id,uuid,1027,1027,1027
public,tenants,2,organization_id,uuid,1027,1027,1
public,tenants,3,user_id,uuid,1027,977,197
public,tenants,4,full_name,text,1027,1027,1026
public,tenants,5,phone,text,1027,1027,1026
public,tenants,6,email,text,1027,899,854
public,tenants,7,date_of_birth,date,1027,466,441
public,tenants,8,gender,text,1027,992,2
public,tenants,9,id_proof_type,text,1027,0,0
public,tenants,10,id_proof_number,text,1027,513,513
public,tenants,11,id_proof_url,text,1027,364,364
public,tenants,12,permanent_address,text,1027,620,617
public,tenants,13,company_name,text,1027,613,419
public,tenants,14,company_address,text,1027,591,492
public,tenants,15,designation,text,1027,598,385
public,tenants,16,emergency_contact_name,text,1027,627,615
public,tenants,17,emergency_contact_phone,text,1027,627,627
public,tenants,18,photo_url,text,1027,510,510
public,tenants,19,kyc_completed,boolean,1027,121,1
public,tenants,20,created_at,timestamp with time zone,1027,1009,121
public,tenants,21,first_name,text,1027,1027,884
public,tenants,22,last_name,text,1027,1027,713
public,tenants,23,staying_status,text,1027,1027,9
public,tenants,24,food_preference,text,1027,120,4
public,tenants,25,relation_type,text,1027,12,3
public,tenants,26,relation_name,text,1027,120,113
public,tenants,27,city,text,1027,120,91
public,tenants,28,pincode,text,1027,120,116
public,tenants,29,state,text,1027,120,29
public,tenants,30,age,integer,1027,119,23
public,tenants,31,profession,text,1027,120,57
public,tenants,32,company_city,text,1027,78,16
public,tenants,33,company_pincode,text,1027,77,25
public,tenants,34,company_state,text,1027,78,10
public,tenants,35,date_of_joining,date,1027,92,63
