table_schema,table_name,ordinal_position,column_name,data_type,total_rows,non_null_rows,distinct_values
public,electricity_shares,2,electricity_reading_id,uuid,0,0,0
public,electricity_shares,3,tenant_id,uuid,0,0,0
public,electricity_shares,4,units_allocated,"numeric(10,2)",0,0,0
public,electricity_shares,5,cost_share,"numeric(10,2)",0,0,0
public,electricity_shares,6,created_at,timestamp with time zone,0,0,0
public,email_templates,1,id,uuid,4,4,4
public,email_templates,2,organization_id,uuid,4,1,1
public,email_templates,3,email_type,text,4,4,3
public,email_templates,4,subject_template,text,4,4,4
public,email_templates,5,html_template,text,4,4,4
public,email_templates,6,design_json,jsonb,4,1,1
public,email_templates,7,is_default,boolean,4,4,2
public,email_templates,8,version,integer,4,4,3
public,email_templates,9,created_at,timestamp with time zone,4,4,2
public,email_templates,10,updated_at,timestamp with time zone,4,4,3
public,employee_specialties,1,id,uuid,10,10,10
public,employee_specialties,2,user_id,uuid,10,10,4
public,employee_specialties,3,specialty,text,10,10,6
public,employee_specialties,4,created_at,timestamp with time zone,10,10,4
public,employees,1,id,uuid,0,0,0
public,employees,2,employee_id,text,0,0,0
public,employees,3,first_name,text,0,0,0
public,employees,4,last_name,text,0,0,0
public,employees,5,full_name,text,0,0,0
public,employees,6,email,text,0,0,0
public,employees,7,department,text,0,0,0
public,employees,8,department_id,uuid,0,0,0
public,employees,9,position,text,0,0,0
public,employees,10,company_id,uuid,0,0,0
public,employees,11,shift_id,uuid,0,0,0
public,employees,12,salary_type,text,0,0,0
public,employees,13,salary_rate,"numeric(12,2)",0,0,0
public,employees,14,branch,text,0,0,0
public,employees,15,bonus,"numeric(12,2)",0,0,0
public,employees,16,status,text,0,0,0
public,employees,17,face_registered,boolean,0,0,0
public,employees,18,face_descriptor,double precision[],0,0,0
public,employees,19,bank_name,text,0,0,0
public,employees,20,bank_account_number,text,0,0,0
public,employees,21,bank_ifsc_code,text,0,0,0
public,employees,22,aadhar_number,text,0,0,0
public,employees,23,user_id,uuid,0,0,0
public,employees,24,created_at,timestamp with time zone,0,0,0
public,employees_sync,1,id,uuid,23,23,23
public,employees_sync,2,record_id,text,23,23,23
public,employees_sync,3,employee_code,text,23,23,11
public,employees_sync,4,first_name,text,23,23,23
public,employees_sync,5,last_name,text,23,23,14
public,employees_sync,6,email,text,23,23,22
public,employees_sync,7,department,text,23,23,6
public,employees_sync,8,position,text,23,23,12
public,employees_sync,9,company_name,text,23,23,3
public,employees_sync,10,shift_name,text,23,23,2
public,employees_sync,11,salary_type,text,23,23,1
public,employees_sync,12,salary_rate,numeric,23,23,12
public,employees_sync,13,bank_name,text,23,23,4
public,employees_sync,14,bank_account,text,23,23,2
public,employees_sync,15,ifsc_code,text,23,23,2
public,employees_sync,16,aadhar_number,text,23,23,2
public,employees_sync,17,status,text,23,23,2
public,employees_sync,18,synced_at,timestamp with time zone,23,23,6
public,employees_sync,19,created_at,timestamp with time zone,23,23,7
public,enquiries,1,id,uuid,18,18,18
public,enquiries,2,organization_id,uuid,18,18,1
public,enquiries,3,phone,text,18,18,18
public,enquiries,4,name,text,18,3,3
public,enquiries,5,language,text,18,10,1
public,enquiries,6,move_in_date,date,18,1,1
public,enquiries,7,bed_type,text,18,2,1
public,enquiries,8,gender,text,18,1,1
public,enquiries,9,property_interest,text,18,0,0
public,enquiries,10,budget,numeric,18,0,0
public,enquiries,11,status,text,18,18,2
public,enquiries,12,source,text,18,18,1
public,enquiries,13,raw_payload,jsonb,18,18,5
public,enquiries,14,created_at,timestamp with time zone,18,18,18
public,enquiries,15,updated_at,timestamp with time zone,18,18,18
public,exit_tasks,1,id,uuid,3,3,3
public,exit_tasks,2,organization_id,uuid,3,3,1
public,exit_tasks,3,allotment_id,uuid,3,3,3
public,exit_tasks,4,tenant_id,uuid,3,3,3
public,exit_tasks,5,exit_date,date,3,3,3
public,exit_tasks,6,assigned_to,uuid,3,2,1
public,exit_tasks,7,assigned_at,timestamp with time zone,3,3,3
public,exit_tasks,8,status,text,3,3,1
public,exit_tasks,9,checklist,jsonb,3,3,1
public,exit_tasks,10,refund_details,jsonb,3,3,1
public,exit_tasks,11,tenant_approval_sent,boolean,3,3,1
public,exit_tasks,12,tenant_approved,boolean,3,0,0
public,exit_tasks,13,tenant_approved_at,timestamp with time zone,3,0,0
public,exit_tasks,14,completed_by,uuid,3,0,0
public,exit_tasks,15,completed_at,timestamp with time zone,3,0,0
public,exit_tasks,16,notes,text,3,0,0
public,exit_tasks,17,created_at,timestamp with time zone,3,3,3
public,expense_bed_allocations,1,id,uuid,448,448,448
public,expense_bed_allocations,2,expense_id,uuid,448,448,224
public,expense_bed_allocations,3,bed_id,uuid,448,448,100
public,expense_bed_allocations,4,organization_id,uuid,448,448,1
public,expense_bed_allocations,5,allocated_amount,numeric,448,448,55
public,expense_bed_allocations,6,created_at,timestamp with time zone,448,448,1
public,expense_categories,1,id,uuid,9,9,9
public,expense_categories,2,organization_id,uuid,9,9,1
public,expense_categories,3,key,text,9,9,9
public,expense_categories,4,label,text,9,9,9
public,expense_categories,5,sort_order,integer,9,9,2
public,expense_categories,6,is_active,boolean,9,9,1
public,expense_categories,7,created_at,timestamp with time zone,9,9,7
public,expense_categories,8,gl_account_id,uuid,9,8,4
public,expense_subcategories,1,id,uuid,10,10,10
public,expense_subcategories,2,organization_id,uuid,10,10,1
public,expense_subcategories,3,category_id,uuid,10,10,3
public,expense_subcategories,4,key,text,10,10,10
public,expense_subcategories,5,label,text,10,10,10
public,expense_subcategories,6,sort_order,integer,10,10,5
public,expense_subcategories,7,is_active,boolean,10,10,1
public,expense_subcategories,8,created_at,timestamp with time zone,10,10,1
public,expense_subcategories,9,gl_account_id,uuid,10,0,0
public,expenses,1,id,uuid,516,516,516
public,expenses,2,organization_id,uuid,516,516,1
public,expenses,3,property_id,uuid,516,515,1
public,expenses,4,apartment_id,uuid,516,459,35
public,expenses,5,bed_id,uuid,516,131,42
public,expenses,8,description,text,516,515,165
public,expenses,9,amount,numeric,516,516,131
public,expenses,10,expense_date,date,516,516,133
public,expenses,11,billing_month,text,516,516,35
public,expenses,12,receipt_url,text,516,15,15
public,expenses,13,created_at,timestamp with time zone,516,516,17
public,expenses,15,data_source,text,516,516,3
public,expenses,16,related_asset_id,uuid,516,8,8
public,expenses,17,category_id,uuid,516,512,4
public,expenses,18,subcategory_id,uuid,516,46,2
public,expenses,19,vendor_id,uuid,516,459,19
public,expenses,20,asset_type_id,uuid,516,458,11
public,expenses,21,issue_type_id,uuid,516,465,10
public,expenses,22,ticket_resolution_id,uuid,516,15,15
public,expenses,23,bank_account_id,uuid,516,0,0
public,expenses,24,team_payment_id,uuid,516,1,1
public,export_entity_registry,1,entity_key,text,17,17,17
public,export_entity_registry,2,view_name,text,17,17,17
public,export_entity_registry,3,label,text,17,17,17
public,export_entity_registry,4,module,text,17,17,7
public,export_entity_registry,5,sort_order,integer,17,17,17
public,financial_audit_log,1,id,uuid,23132,23132,23132
public,financial_audit_log,2,organization_id,uuid,23132,23132,1
public,financial_audit_log,3,journal_entry_id,uuid,23132,11627,11627
public,financial_audit_log,4,operation,text,23132,23132,2
public,financial_audit_log,5,actor_user_id,uuid,23132,5959,9
public,financial_audit_log,6,source_table,text,23132,23132,10
public,financial_audit_log,7,source_id,uuid,23132,23130,19683
public,financial_audit_log,8,period,text,23132,23132,68
public,financial_audit_log,9,total_debit,"numeric(14,2)",23132,23132,4596
public,financial_audit_log,10,total_credit,"numeric(14,2)",23132,23132,4596
public,financial_audit_log,11,metadata,jsonb,23132,23132,2126
public,financial_audit_log,12,created_at,timestamp with time zone,23132,23132,2272
public,gst_monthly_workings,1,id,uuid,5,5,5
public,gst_monthly_workings,2,organization_id,uuid,5,5,1
public,gst_monthly_workings,3,month,integer,5,5,5
public,gst_monthly_workings,4,year,integer,5,5,1
public,gst_monthly_workings,5,generated_at,timestamp with time zone,5,5,5
public,gst_monthly_workings,6,generated_by,uuid,5,5,2
public,gst_monthly_workings,7,tenant_json,jsonb,5,5,5
public,gst_monthly_workings,8,summary_json,jsonb,5,5,5
public,gst_monthly_workings,9,rcm_json,jsonb,5,5,2
public,gst_monthly_workings,10,last_updated_at,timestamp with time zone,5,5,5
public,invoice_line_items,1,id,uuid,5536,5536,5536
public,invoice_line_items,2,invoice_id,uuid,5536,5536,2877
public,invoice_line_items,3,line_type,text,5536,5536,5
public,invoice_line_items,4,description,text,5536,5536,319
public,invoice_line_items,5,amount,numeric,5536,5536,759
public,invoice_line_items,6,created_at,timestamp with time zone,5536,5536,323
public,invoice_line_items,7,metadata,jsonb,5536,5536,356
public,invoice_line_items,8,organization_id,uuid,5536,5536,1
public,invoice_pdf_configs,1,id,uuid,2,2,2
public,invoice_pdf_configs,2,organization_id,uuid,2,2,1
public,invoice_pdf_configs,3,config_type,text,2,2,2
public,invoice_pdf_configs,4,logo_url,text,2,0,0
public,invoice_pdf_configs,5,accent_color,text,2,2,2
public,invoice_pdf_configs,6,header_bg_color,text,2,2,1
public,invoice_pdf_configs,7,pan_number,text,2,2,1
public,invoice_pdf_configs,8,cin_number,text,2,0,0
public,invoice_pdf_configs,9,tax_label,text,2,2,2
public,invoice_pdf_configs,10,bank_name,text,2,0,0
public,invoice_pdf_configs,11,account_number,text,2,0,0
public,invoice_pdf_configs,12,ifsc_code,text,2,0,0
public,invoice_pdf_configs,13,upi_id,text,2,0,0
public,invoice_pdf_configs,14,qr_code_url,text,2,0,0
public,invoice_pdf_configs,15,terms_and_conditions,text,2,2,2
public,invoice_pdf_configs,16,footer_notes,text,2,1,1
public,invoice_pdf_configs,17,signatory_name,text,2,2,2
public,invoice_pdf_configs,18,signatory_title,text,2,1,1
public,invoice_pdf_configs,19,number_prefix,text,2,2,1
public,invoice_pdf_configs,20,created_at,timestamp with time zone,2,2,2
public,invoice_pdf_configs,21,updated_at,timestamp with time zone,2,2,2
public,invoice_pdf_configs,22,layout_style,text,2,1,1
public,invoice_pdf_configs,23,body_text_color,text,2,0,0
public,invoice_pdf_configs,24,muted_text_color,text,2,0,0
public,invoice_pdf_configs,25,header_text_color,text,2,2,2
public,invoice_pdf_configs,26,style_options,jsonb,2,2,2
public,invoices,1,id,uuid,5214,5214,5214
public,invoices,2,organization_id,uuid,5214,5214,1
public,invoices,3,tenant_id,uuid,5214,5214,492
public,invoices,4,property_id,uuid,5214,5214,1
public,invoices,5,apartment_id,uuid,5214,5214,38
public,invoices,6,bed_id,uuid,5214,5214,194
public,invoices,7,invoice_number,text,5214,5173,5096
public,invoices,8,invoice_date,date,5214,5214,357
public,invoices,9,due_date,date,5214,5214,379
public,invoices,10,rent_amount,"numeric(10,2)",5214,5214,449
public,invoices,11,electricity_amount,"numeric(10,2)",5214,5214,755
public,invoices,12,other_charges,"numeric(10,2)",5214,5214,96
public,invoices,13,total_amount,"numeric(10,2)",5214,5214,2424
public,invoices,14,status,text,5214,5214,3
public,invoices,15,created_at,timestamp with time zone,5214,5214,271
public,invoices,16,late_fee,numeric,5214,5214,1
public,invoices,17,locked,boolean,5214,5214,2
public,invoices,18,billing_month,text,5214,5214,44
public,invoices,21,allotment_id,uuid,5214,5214,606
public,invoices,22,estimated_eb,numeric,5214,5214,89
public,invoices,23,amount_paid,numeric,5214,5214,1191
public,invoices,24,balance,numeric,5214,5214,478
public,invoices,25,is_deleted,boolean,5214,5214,1
public,invoices,26,invoice_type,text,5214,5214,3
public,invoices,27,reference_type,text,5214,165,4
public,invoices,28,reference_id,uuid,5214,165,129
public,issue_sub_types,1,id,uuid,51,51,51
public,issue_sub_types,2,issue_type_id,uuid,51,51,12
public,issue_sub_types,3,organization_id,uuid,51,51,1
public,issue_sub_types,4,name,text,51,51,51
public,issue_sub_types,5,icon,text,51,51,34
public,issue_sub_types,6,description,text,51,51,51
public,issue_sub_types,7,sort_order,integer,51,51,7
public,issue_sub_types,8,created_at,timestamp with time zone,51,51,3
public,issue_type_asset_types,1,id,uuid,33,33,33
public,issue_type_asset_types,2,organization_id,uuid,33,33,1
public,issue_type_asset_types,3,issue_type_id,uuid,33,33,9
public,issue_type_asset_types,4,asset_type_id,uuid,33,33,33
public,issue_type_asset_types,5,created_at,timestamp with time zone,33,33,9
public,issue_type_expense_mapping,1,id,uuid,14,14,14
public,issue_type_expense_mapping,2,organization_id,uuid,14,14,1
public,issue_type_expense_mapping,3,issue_type_id,uuid,14,14,14
public,issue_type_expense_mapping,4,expense_category_id,uuid,14,14,1
public,issue_type_expense_mapping,5,expense_subcategory_id,uuid,14,0,0
public,issue_type_expense_mapping,6,gl_account_id,uuid,14,14,6
public,issue_type_expense_mapping,7,created_at,timestamp with time zone,14,14,1
public,issue_types,1,id,uuid,14,14,14
public,issue_types,2,organization_id,uuid,14,14,1
public,issue_types,3,name,text,14,14,14
public,issue_types,4,icon,text,14,14,9
public,issue_types,5,priority,text,14,14,4
public,issue_types,6,sla_hours,integer,14,14,4
public,issue_types,7,created_at,timestamp with time zone,14,14,3
public,journal_entries,1,id,uuid,14236,14236,14236
public,journal_entries,2,organization_id,uuid,14236,14236,1
public,journal_entries,3,entry_date,date,14236,14236,968
public,journal_entries,4,period,text,14236,14236,54
public,journal_entries,5,description,text,14236,14236,12029
public,journal_entries,6,source_table,text,14236,14236,9
public,journal_entries,7,source_id,uuid,14236,14234,13468
public,journal_entries,8,is_reversal_of,uuid,14236,347,347
public,journal_entries,9,posted_at,timestamp with time zone,14236,14236,1742
public,journal_entries,10,posted_by,uuid,14236,0,0
public,journal_entries,11,metadata,jsonb,14236,14236,709
public,journal_lines,1,id,uuid,33894,33894,33894
public,journal_lines,2,journal_entry_id,uuid,33894,33894,14233
public,journal_lines,3,organization_id,uuid,33894,33894,1
public,journal_lines,4,account_id,uuid,33894,33894,24
public,journal_lines,5,debit,"numeric(14,2)",33894,33894,3837
public,journal_lines,6,credit,"numeric(14,2)",33894,33894,4108
public,journal_lines,7,party_kind,party_kind,33894,15044,3
public,journal_lines,8,party_id,uuid,33894,15044,527
public,journal_lines,9,allotment_id,uuid,33894,14407,645
public,journal_lines,10,property_id,uuid,33894,25592,1
public,journal_lines,11,apartment_id,uuid,33894,24735,39
public,journal_lines,12,bed_id,uuid,33894,24216,194
public,journal_lines,13,memo,text,33894,33892,18059
public,journal_lines,14,line_no,integer,33894,33892,6
public,leave_requests_sync,1,id,uuid,0,0,0
public,leave_requests_sync,2,record_id,text,0,0,0
public,leave_requests_sync,3,employee_name,text,0,0,0
public,leave_requests_sync,4,leave_type,text,0,0,0
public,leave_requests_sync,5,start_date,date,0,0,0
public,leave_requests_sync,6,end_date,date,0,0,0
public,leave_requests_sync,7,reason,text,0,0,0
public,leave_requests_sync,8,status,text,0,0,0
public,leave_requests_sync,9,synced_at,timestamp with time zone,0,0,0
public,leave_requests_sync,10,created_at,timestamp with time zone,0,0,0
public,ledger_entries,1,id,uuid,0,0,0
public,ledger_entries,2,organization_id,uuid,0,0,0
public,ledger_entries,3,asset_id,uuid,0,0,0
public,ledger_entries,4,entry_type,text,0,0,0
public,ledger_entries,5,amount,"numeric(12,2)",0,0,0
public,ledger_entries,6,entry_date,date,0,0,0
public,ledger_entries,7,reference,text,0,0,0
public,ledger_entries,8,notes,text,0,0,0
public,ledger_entries,9,created_at,timestamp with time zone,0,0,0
public,lifecycle_config,1,id,uuid,0,0,0
public,lifecycle_config,2,organization_id,uuid,0,0,0
public,lifecycle_config,3,from_date,date,0,0,0
public,lifecycle_config,4,to_date,date,0,0,0
public,lifecycle_config,5,booking_fee,numeric,0,0,0
public,lifecycle_config,6,onboarding_fee,numeric,0,0,0
public,lifecycle_config,7,advance_ratio,numeric,0,0,0
public,lifecycle_config,8,exit_fee_under_1yr,numeric,0,0,0
public,lifecycle_config,9,key_loss_fee,numeric,0,0,0
public,lifecycle_config,10,notice_period_days,integer,0,0,0
public,lifecycle_config,11,refund_deadline_days,integer,0,0,0
public,lifecycle_config,12,created_at,timestamp with time zone,0,0,0
public,lifecycle_config,13,gst_exemption_days,integer,0,0,0
public,lifecycle_config,14,gst_short_stay_rate,"numeric(6,3)",0,0,0
public,lifecycle_config,15,gst_rcm_rate,"numeric(6,3)",0,0,0
public,maintenance_item_stock_entries,1,id,uuid,47,47,47
public,maintenance_item_stock_entries,2,organization_id,uuid,47,47,1
public,maintenance_item_stock_entries,3,maintenance_item_id,uuid,47,47,16
public,maintenance_item_stock_entries,4,quantity_received,numeric,47,47,1
public,maintenance_item_stock_entries,5,quantity_available,numeric,47,47,2
public,maintenance_item_stock_entries,6,purchase_cost_per_unit,numeric,47,47,20
public,maintenance_item_stock_entries,7,vendor_name,text,47,9,4
public,maintenance_item_stock_entries,8,invoice_number,text,47,6,3
public,maintenance_item_stock_entries,9,purchased_on,timestamp with time zone,47,47,47
public,maintenance_item_stock_entries,10,remarks,text,47,46,1
public,maintenance_item_stock_entries,11,created_by,uuid,47,47,5
public,maintenance_item_stock_entries,12,created_at,timestamp with time zone,47,47,47
public,maintenance_item_usage,1,id,uuid,39,39,39
public,maintenance_item_usage,2,organization_id,uuid,39,39,1
public,maintenance_item_usage,3,maintenance_ticket_id,uuid,39,39,14
public,maintenance_item_usage,4,maintenance_item_id,uuid,39,39,12
public,maintenance_item_usage,5,stock_entry_id,uuid,39,39,39
public,maintenance_item_usage,6,quantity_used,numeric,39,39,1
public,maintenance_item_usage,7,cost_per_unit,numeric,39,39,15
public,maintenance_item_usage,8,total_cost,numeric,39,39,15
public,maintenance_item_usage,9,usage_source,text,39,39,1
public,maintenance_item_usage,10,remarks,text,39,39,1
public,maintenance_item_usage,11,created_by,uuid,39,39,4
public,maintenance_item_usage,12,created_at,timestamp with time zone,39,39,39
public,maintenance_items,1,id,uuid,93,93,93
public,maintenance_items,2,organization_id,uuid,93,93,1
public,maintenance_items,3,name,text,93,93,93
public,maintenance_items,4,specifications,text,93,89,43
public,maintenance_items,5,default_unit_cost,numeric,93,93,20
public,maintenance_items,6,active,boolean,93,93,1
public,maintenance_items,7,created_at,timestamp with time zone,93,93,10
public,maintenance_items,8,updated_at,timestamp with time zone,93,93,17
public,maintenance_items,9,item_name,text,93,93,93
public,maintenance_items,10,item_code,text,93,0,0
public,maintenance_items,12,unit,text,93,93,1
public,maintenance_items,13,default_cost,numeric,93,93,20
public,maintenance_items,14,minimum_stock_level,numeric,93,93,2
public,maintenance_items,15,is_active,boolean,93,93,2
public,maintenance_items,16,asset_type_id,uuid,93,88,33
public,maintenance_items,17,issue_type_id,uuid,93,93,11
public,maintenance_tickets,1,id,uuid,1610,1610,1610
public,maintenance_tickets,2,organization_id,uuid,1610,1610,1
public,maintenance_tickets,3,ticket_number,text,1610,1610,1610
public,maintenance_tickets,4,tenant_id,uuid,1610,1569,265
public,maintenance_tickets,5,property_id,uuid,1610,1610,1
public,maintenance_tickets,6,apartment_id,uuid,1610,1609,37
public,maintenance_tickets,7,bed_id,uuid,1610,1601,174
public,maintenance_tickets,8,issue_type_id,uuid,1610,1610,14
public,maintenance_tickets,9,description,text,1610,1610,541
public,maintenance_tickets,10,photo_urls,text[],1610,242,242
public,maintenance_tickets,11,priority,text,1610,1610,4
public,maintenance_tickets,12,status,text,1610,1610,6
public,maintenance_tickets,13,assigned_to,uuid,1610,1610,7
public,maintenance_tickets,14,sla_deadline,timestamp with time zone,1610,1610,1472
public,maintenance_tickets,15,resolved_at,timestamp with time zone,1610,1560,1470
public,maintenance_tickets,16,closed_at,timestamp with time zone,1610,1416,1303
public,maintenance_tickets,17,tenant_approved,boolean,1610,1410,2
public,maintenance_tickets,18,diagnostic_data,jsonb,1610,1543,816
public,maintenance_tickets,19,created_at,timestamp with time zone,1610,1610,1520
public,maintenance_tickets,20,tenant_rejection_reason,text,1610,70,66
public,maintenance_tickets,21,tenant_name,text,1610,1604,309
public,maintenance_tickets,22,tenant_phone,text,1610,519,4
public,maintenance_tickets,36,created_by,uuid,1610,553,149
public,maintenance_tickets,40,updated_at,timestamp with time zone,1610,1610,559
public,maintenance_tickets,42,resolution_id,uuid,1610,464,464
public,maintenance_tickets,43,asset_id,uuid,1610,334,228
public,maintenance_tickets,44,issue_sub_type_id,uuid,1610,345,41
public,maintenance_tickets,45,resolution_edit_unlocked_at,timestamp with time zone,1610,5,5
public,maintenance_tickets,46,resolution_edit_unlocked_by,uuid,1610,5,2
public,maintenance_tickets,47,closure_cost,"numeric(14,2)",1610,0,0
public,migration_log,1,id,uuid,0,0,0
public,migration_log,2,run_at,timestamp with time zone,0,0,0
public,migration_log,3,table_name,text,0,0,0
public,migration_log,4,record_id,uuid,0,0,0
public,migration_log,5,action,text,0,0,0
public,migration_log,6,source_file,text,0,0,0
public,migration_log,7,source_row,text,0,0,0
public,migration_log,8,notes,text,0,0,0
public,offline_kyc_pending,1,id,uuid,38,38,38
public,offline_kyc_pending,2,organization_id,uuid,38,38,1
public,offline_kyc_pending,3,allotment_id,uuid,38,38,38
public,offline_kyc_pending,4,tenant_id,uuid,38,38,36
public,offline_kyc_pending,5,access_token,text,38,38,38
public,offline_kyc_pending,6,status,text,38,38,1
public,offline_kyc_pending,7,registration_data,jsonb,38,38,38
public,offline_kyc_pending,8,form_payload,jsonb,38,38,38
public,offline_kyc_pending,9,kyc_front_path,text,38,38,38
public,offline_kyc_pending,10,kyc_back_path,text,38,38,38
public,offline_kyc_pending,11,final_pdf_path,text,38,0,0
public,offline_kyc_pending,12,sent_to_email,text,38,37,35
public,offline_kyc_pending,13,sent_to_phone,text,38,38,36
public,offline_kyc_pending,14,submitted_at,timestamp with time zone,38,38,38
public,offline_kyc_pending,15,merged_at,timestamp with time zone,38,0,0
public,offline_kyc_pending,16,created_by,uuid,38,38,3
public,offline_kyc_pending,17,created_at,timestamp with time zone,38,38,38
public,offline_kyc_pending,18,updated_at,timestamp with time zone,38,38,38
public,offline_kyc_pending,19,expires_at,timestamp with time zone,38,23,23
public,org_ai_settings,1,organization_id,uuid,0,0,0
public,org_ai_settings,2,payment_proof_mode,text,0,0,0
public,org_ai_settings,3,meter_reading_mode,text,0,0,0
public,org_ai_settings,4,created_at,timestamp with time zone,0,0,0
public,org_ai_settings,5,updated_at,timestamp with time zone,0,0,0
public,org_branding_settings,1,organization_id,uuid,1,1,1
public,org_branding_settings,2,logo_url,text,1,1,1
public,org_branding_settings,3,address_text,text,1,1,1
public,org_branding_settings,4,footer_text,text,1,1,1
public,org_branding_settings,5,contact_email,text,1,1,1
public,org_branding_settings,6,contact_phone,text,1,1,1
public,org_branding_settings,7,created_at,timestamp with time zone,1,1,1
public,org_branding_settings,8,updated_at,timestamp with time zone,1,1,1
public,org_email_settings,1,organization_id,uuid,1,1,1
public,org_email_settings,2,enabled,boolean,1,1,1
public,org_email_settings,3,smtp_host,text,1,1,1
public,org_email_settings,4,smtp_port,integer,1,1,1
public,org_email_settings,5,smtp_secure,boolean,1,1,1
public,org_email_settings,6,smtp_user,text,1,1,1
public,org_email_settings,7,smtp_pass_encrypted,text,1,1,1
public,org_email_settings,8,from_name,text,1,1,1
public,org_email_settings,9,from_email,text,1,1,1
public,org_email_settings,10,reply_to,text,1,1,1
public,org_email_settings,11,imap_host,text,1,1,1
public,org_email_settings,12,imap_port,integer,1,1,1
public,org_email_settings,13,imap_secure,boolean,1,1,1
public,org_email_settings,14,pop3_host,text,1,1,1
public,org_email_settings,15,pop3_port,integer,1,1,1
public,org_email_settings,16,pop3_secure,boolean,1,1,1
public,org_email_settings,17,created_at,timestamp with time zone,1,1,1
public,org_email_settings,18,updated_at,timestamp with time zone,1,1,1
public,org_whatsapp_settings,1,organization_id,uuid,1,1,1
public,org_whatsapp_settings,2,test_phone,text,1,1,1
public,org_whatsapp_settings,3,test_mode_enabled,boolean,1,1,1
public,org_whatsapp_settings,4,created_at,timestamp with time zone,1,1,1
public,org_whatsapp_settings,5,updated_at,timestamp with time zone,1,1,1
public,org_whatsapp_settings,6,notifications_enabled,boolean,1,1,1
public,org_whatsapp_settings,7,post_invoice_whatsapp_modal_enabled,boolean,1,1,1
public,org_whatsapp_settings,8,post_collection_whatsapp_modal_enabled,boolean,1,1,1
public,org_whatsapp_settings,9,ai_auto_response_enabled,boolean,1,1,1
public,organization_bank_accounts,1,id,uuid,5,5,5
public,organization_bank_accounts,2,organization_id,uuid,5,5,1
public,organization_bank_accounts,3,bank_name,text,5,5,3
public,organization_bank_accounts,4,account_name,text,5,5,2
public,organization_bank_accounts,5,account_number,text,5,5,5
public,organization_bank_accounts,6,ifsc_code,text,5,5,2
public,organization_bank_accounts,7,branch,text,5,5,2
public,organization_bank_accounts,8,account_type,text,5,5,1
public,organization_bank_accounts,9,swift_code,text,5,5,1
public,organization_bank_accounts,10,upi_id,text,5,5,5
public,organization_bank_accounts,11,is_primary,boolean,5,5,1
public,organization_bank_accounts,12,status,text,5,5,1
public,organization_bank_accounts,13,notes,text,5,5,1
public,organization_bank_accounts,14,created_at,timestamp with time zone,5,5,5
public,organization_bank_accounts,15,upi_ids,text[],5,5,5
public,organization_subscriptions,1,id,uuid,1,1,1
public,organization_subscriptions,2,organization_id,uuid,1,1,1
public,organization_subscriptions,3,plan_id,uuid,1,1,1
public,organization_subscriptions,4,status,text,1,1,1
public,organization_subscriptions,5,billing_cycle,text,1,1,1
public,organization_subscriptions,6,current_period_start,date,1,1,1
public,organization_subscriptions,7,current_period_end,date,1,1,1
public,organization_subscriptions,8,trial_ends_at,date,1,0,0
public,organization_subscriptions,9,razorpay_subscription_id,text,1,0,0
public,organization_subscriptions,10,razorpay_customer_id,text,1,0,0
public,organization_subscriptions,11,cancelled_at,timestamp with time zone,1,0,0
public,organization_subscriptions,12,cancel_reason,text,1,0,0
public,organization_subscriptions,13,created_at,timestamp with time zone,1,1,1
public,organization_subscriptions,14,updated_at,timestamp with time zone,1,1,1
public,organizations,1,id,uuid,1,1,1
public,organizations,2,organization_name,text,1,1,1
public,organizations,3,subscription_plan,text,1,1,1
public,organizations,4,created_at,timestamp with time zone,1,1,1
public,organizations,5,gst_number,text,1,1,1
public,organizations,6,onboarding_completed,boolean,1,1,1
public,organizations,7,onboarding_step,integer,1,1,1
public,organizations,8,ticket_auto_approve_threshold,numeric,1,1,1
public,organizations,9,ticket_repeat_check_days,integer,1,1,1
public,organizations,10,exit_task_assignee_1,uuid,1,1,1
public,organizations,11,exit_task_assignee_2,uuid,1,1,1
public,organizations,12,logo_url,text,1,1,1
public,organizations,13,address_line1,text,1,1,1
public,organizations,14,address_line2,text,1,1,1
public,organizations,15,city,text,1,1,1
public,organizations,16,state,text,1,1,1
public,organizations,17,pincode,text,1,1,1
public,organizations,18,country,text,1,1,1
public,organizations,19,contact_person_name,text,1,1,1
public,organizations,20,contact_phone,text,1,1,1
public,organizations,21,contact_email,text,1,1,1
public,organizations,22,website,text,1,1,1
public,otp_codes,1,id,uuid,6,6,6
public,otp_codes,2,phone,text,6,6,6
public,otp_codes,3,otp_code,text,6,6,6
public,otp_codes,4,expires_at,timestamp with time zone,6,6,6
public,otp_codes,5,verified,boolean,6,6,1
public,otp_codes,6,created_at,timestamp with time zone,6,6,6
public,owner_contracts,1,id,uuid,35,35,35
public,owner_contracts,2,organization_id,uuid,35,35,1
public,owner_contracts,3,owner_id,uuid,35,35,9
public,owner_contracts,4,property_id,uuid,35,35,1
public,owner_contracts,5,contract_type,text,35,35,2
public,owner_contracts,6,start_date,date,35,35,9
public,owner_contracts,7,end_date,date,35,35,10
public,owner_contracts,8,monthly_rent,numeric,35,35,9
public,owner_contracts,9,revenue_share_percentage,numeric,35,0,0
public,owner_contracts,10,security_deposit,numeric,35,4,2
public,owner_contracts,11,lock_in_months,integer,35,1,1
public,owner_contracts,12,escalation_percentage,numeric,35,29,3
public,owner_contracts,13,escalation_interval_months,integer,35,28,2
public,owner_contracts,14,payment_due_day,integer,35,35,3
