id,organization_id,tenant_id,remark_type,severity,created_by,created_at
7f01388b-fb46-45a1-a107-7d52f64b633f,00000000-0000-0000-0000-000000000001,79d4d3fe-73c5-a965-030f-c60220ee20cb,positive,medium,f98f4189-29d3-4bce-8ed6-250d0bf1f3b8,2026-08-11 07:29:26.584739+00
2bacae7d-5e48-498e-9ea7-f6464e6108c1,00000000-0000-0000-0000-000000000001,79d4d3fe-73c5-a965-030f-c60220ee20cb,dispute,critical,f98f4189-29d3-4bce-8ed6-250d0bf1f3b8,2026-08-11 07:34:27.917939+00
