snapshot_at,db,pg_version,txn_snapshot
2026-08-29 11:18:26.768848+00,postgres,"PostgreSQL 17.6 on aarch64-unknown-linux-gnu, compiled by gcc (GCC) 15.2.0, 64-bit",421072:421072:
