schema_name,view_name,ordinal_position,column_name,data_type
public,v_tenant_lifecycle_events,3,apartment_id,uuid
public,v_tenant_lifecycle_events,4,bed_id,uuid
public,v_tenant_lifecycle_events,5,tenant_id,uuid
public,v_tenant_lifecycle_events,6,allotment_id,uuid
public,v_tenant_lifecycle_events,7,event_date,date
public,v_tenant_lifecycle_events,8,event,text
public,v_tenant_lifecycle_events,9,staying_status,text
public,v_trial_balance,1,organization_id,uuid
public,v_trial_balance,2,account_code,text
public,v_trial_balance,3,account_name,text
public,v_trial_balance,4,account_type,account_type
public,v_trial_balance,5,normal_balance,normal_balance
public,v_trial_balance,6,total_debit,numeric
public,v_trial_balance,7,total_credit,numeric
public,v_trial_balance,8,balance,numeric
public,v_trial_balance_detailed,1,organization_id,uuid
public,v_trial_balance_detailed,2,account_id,uuid
public,v_trial_balance_detailed,3,code,text
public,v_trial_balance_detailed,4,name,text
public,v_trial_balance_detailed,5,account_type,account_type
public,v_trial_balance_detailed,6,normal_balance,normal_balance
public,v_trial_balance_detailed,7,parent_id,uuid
public,v_trial_balance_detailed,8,depth,integer
public,v_trial_balance_detailed,9,root_code,text
public,v_trial_balance_detailed,10,root_name,text
public,v_trial_balance_detailed,11,total_debit,numeric
public,v_trial_balance_detailed,12,total_credit,numeric
public,v_trial_balance_detailed,13,net_debit,numeric
public,v_trial_balance_detailed,14,balance,numeric
public,v_trial_balance_detailed,15,is_active,boolean
