organization_id,property_id,total_beds,occupied,on_notice,booked,vacant,occupancy_pct
00000000-0000-0000-0000-000000000001,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,195,168,0,4,16,86.15
