table_schema,table_name,ordinal_position,column_name,data_type,base_type_name,type_category,is_nullable,column_default,is_enum,is_array
public,beds,1,id,uuid,uuid,U,false,gen_random_uuid(),false,false
public,beds,2,organization_id,uuid,uuid,U,false,null,false,false
public,beds,3,apartment_id,uuid,uuid,U,false,null,false,false
public,beds,4,bed_code,text,text,S,false,null,false,false
public,beds,5,bed_type,bed_type,bed_type,E,false,null,true,false
public,beds,6,toilet_type,toilet_type,toilet_type,E,false,'Common'::toilet_type,true,false
public,beds,7,status,entity_status,entity_status,E,true,null,true,false
public,beds,8,created_at,timestamp with time zone,timestamptz,D,true,now(),false,false
public,beds,9,bed_lifecycle_status,text,text,S,true,'vacant'::text,false,false
public,bot_conversations,1,phone,text,text,S,false,null,false,false
public,bot_conversations,2,transcript,jsonb,jsonb,U,false,'[]'::jsonb,false,false
public,bot_conversations,3,updated_at,timestamp with time zone,timestamptz,D,false,now(),false,false
public,coa_accounts,1,id,uuid,uuid,U,false,gen_random_uuid(),false,false
public,coa_accounts,2,organization_id,uuid,uuid,U,false,null,false,false
public,coa_accounts,3,code,text,text,S,false,null,false,false
public,coa_accounts,4,name,text,text,S,false,null,false,false
public,coa_accounts,5,account_type,account_type,account_type,E,false,null,true,false
public,coa_accounts,6,normal_balance,normal_balance,normal_balance,E,false,null,true,false
public,coa_accounts,7,parent_id,uuid,uuid,U,true,null,false,false
public,coa_accounts,8,is_active,boolean,bool,B,false,true,false,false
public,coa_accounts,9,requires_party,boolean,bool,B,false,false,false,false
public,coa_accounts,10,requires_allotment,boolean,bool,B,false,false,false,false
public,coa_accounts,11,party_kind,party_kind,party_kind,E,true,null,true,false
public,coa_accounts,12,description,text,text,S,true,null,false,false
public,coa_accounts,13,created_at,timestamp with time zone,timestamptz,D,false,now(),false,false
public,companies,1,id,uuid,uuid,U,false,gen_random_uuid(),false,false
public,companies,2,name,text,text,S,false,null,false,false
public,companies,3,address,text,text,S,true,null,false,false
public,companies,4,gst_number,text,text,S,true,null,false,false
public,companies,5,late_threshold_minutes,integer,int4,N,false,10,false,false
public,companies,6,overtime_threshold_hours,"numeric(5,2)",numeric,N,false,8,false,false
public,companies,7,weekly_off_day,integer,int4,N,true,null,false,false
public,companies,8,bonus,"numeric(12,2)",numeric,N,true,null,false,false
public,companies,9,status,text,text,S,false,null,false,false
public,companies,10,shared_account_only_departments,text[],_text,A,true,null,false,true
public,companies,11,created_at,timestamp with time zone,timestamptz,D,true,now(),false,false
public,cost_estimate_approvers,1,id,uuid,uuid,U,false,gen_random_uuid(),false,false
public,cost_estimate_approvers,2,organization_id,uuid,uuid,U,false,null,false,false
public,cost_estimate_approvers,3,approver_user_id,uuid,uuid,U,false,null,false,false
public,cost_estimate_approvers,4,scope_type,text,text,S,false,'global'::text,false,false
public,cost_estimate_approvers,5,property_id,uuid,uuid,U,true,null,false,false
public,cost_estimate_approvers,6,issue_type_id,uuid,uuid,U,true,null,false,false
public,cost_estimate_approvers,7,created_at,timestamp with time zone,timestamptz,D,true,now(),false,false
public,departments,1,id,uuid,uuid,U,false,gen_random_uuid(),false,false
public,departments,2,name,text,text,S,false,null,false,false
public,departments,3,company_id,uuid,uuid,U,true,null,false,false
public,departments,4,created_at,timestamp with time zone,timestamptz,D,true,now(),false,false
public,deposit_settlements,1,id,uuid,uuid,U,false,gen_random_uuid(),false,false
public,deposit_settlements,2,organization_id,uuid,uuid,U,false,null,false,false
public,deposit_settlements,3,tenant_id,uuid,uuid,U,false,null,false,false
public,deposit_settlements,4,allotment_id,uuid,uuid,U,true,null,false,false
public,deposit_settlements,5,deposit_amount,numeric,numeric,N,false,0,false,false
public,deposit_settlements,6,pending_rent,numeric,numeric,N,true,0,false,false
public,deposit_settlements,7,pending_eb,numeric,numeric,N,true,0,false,false
public,deposit_settlements,8,pending_late_fees,numeric,numeric,N,true,0,false,false
public,deposit_settlements,9,damages,numeric,numeric,N,true,0,false,false
public,deposit_settlements,10,other_deductions,numeric,numeric,N,true,0,false,false
public,deposit_settlements,11,total_deductions,numeric,numeric,N,true,0,false,false
public,deposit_settlements,12,refund_amount,numeric,numeric,N,true,0,false,false
public,deposit_settlements,13,settlement_date,date,date,D,true,CURRENT_DATE,false,false
public,deposit_settlements,14,status,text,text,S,true,'pending'::text,false,false
public,deposit_settlements,15,notes,text,text,S,true,null,false,false
public,deposit_settlements,16,created_at,timestamp with time zone,timestamptz,D,true,now(),false,false
public,deposit_settlements,17,is_deleted,boolean,bool,B,true,false,false,false
public,diagnostic_sessions,1,id,uuid,uuid,U,false,gen_random_uuid(),false,false
public,diagnostic_sessions,2,ticket_id,uuid,uuid,U,false,null,false,false
public,diagnostic_sessions,3,organization_id,uuid,uuid,U,false,null,false,false
public,diagnostic_sessions,4,performed_by,uuid,uuid,U,true,null,false,false
public,diagnostic_sessions,5,issue_type_id,uuid,uuid,U,true,null,false,false
public,diagnostic_sessions,6,questions_answers,jsonb,jsonb,U,true,'[]'::jsonb,false,false
public,diagnostic_sessions,7,ai_diagnosis,jsonb,jsonb,U,true,'{}'::jsonb,false,false
public,diagnostic_sessions,8,employee_override,jsonb,jsonb,U,true,null,false,false
public,diagnostic_sessions,9,status,text,text,S,false,'in_progress'::text,false,false
public,diagnostic_sessions,10,created_at,timestamp with time zone,timestamptz,D,true,now(),false,false
public,diagnostic_sessions,11,completed_at,timestamp with time zone,timestamptz,D,true,null,false,false
public,eb_monitoring_readings,1,id,uuid,uuid,U,false,gen_random_uuid(),false,false
public,eb_monitoring_readings,2,organization_id,uuid,uuid,U,false,null,false,false
public,eb_monitoring_readings,3,property_id,uuid,uuid,U,true,null,false,false
public,eb_monitoring_readings,4,apartment_id,uuid,uuid,U,false,null,false,false
public,eb_monitoring_readings,5,reading_date,date,date,D,false,CURRENT_DATE,false,false
public,eb_monitoring_readings,6,start_reading,numeric,numeric,N,false,0,false,false
public,eb_monitoring_readings,7,start_month,text,text,S,true,null,false,false
public,eb_monitoring_readings,8,current_reading,numeric,numeric,N,false,null,false,false
public,eb_monitoring_readings,9,units_consumed,numeric,numeric,N,false,0,false,false
public,eb_monitoring_readings,10,eb_amount,numeric,numeric,N,false,0,false,false
public,eb_monitoring_readings,11,is_danger,boolean,bool,B,false,false,false,false
public,eb_monitoring_readings,12,meter_photo_url,text,text,S,true,null,false,false
public,eb_monitoring_readings,13,created_at,timestamp with time zone,timestamptz,D,false,now(),false,false
public,eb_payments,1,id,uuid,uuid,U,false,gen_random_uuid(),false,false
public,eb_payments,2,organization_id,uuid,uuid,U,false,null,false,false
public,eb_payments,3,property_id,uuid,uuid,U,false,null,false,false
public,eb_payments,4,bill_date,date,date,D,false,null,false,false
public,eb_payments,5,bill_amount,numeric,numeric,N,false,0,false,false
public,eb_payments,6,payment_date,date,date,D,true,null,false,false
public,eb_payments,7,payment_mode,text,text,S,true,null,false,false
public,eb_payments,8,reference_number,text,text,S,true,null,false,false
public,eb_payments,9,billing_period_start,date,date,D,true,null,false,false
public,eb_payments,10,billing_period_end,date,date,D,true,null,false,false
public,eb_payments,11,notes,text,text,S,true,null,false,false
public,eb_payments,12,is_locked,boolean,bool,B,true,false,false,false
public,eb_payments,13,locked_by,uuid,uuid,U,true,null,false,false
public,eb_payments,14,created_at,timestamp with time zone,timestamptz,D,true,now(),false,false
public,eb_payments,15,apartment_id,uuid,uuid,U,true,null,false,false
public,eb_payments,16,bank_account_id,uuid,uuid,U,true,null,false,false
public,eb_rates,1,id,uuid,uuid,U,false,gen_random_uuid(),false,false
public,eb_rates,2,organization_id,uuid,uuid,U,false,null,false,false
public,eb_rates,3,property_id,uuid,uuid,U,true,null,false,false
public,eb_rates,4,unit_cost,numeric,numeric,N,false,null,false,false
public,eb_rates,5,from_date,date,date,D,false,null,false,false
public,eb_rates,6,to_date,date,date,D,true,null,false,false
public,eb_rates,7,created_at,timestamp with time zone,timestamptz,D,true,now(),false,false
public,eb_tenant_shares,1,id,uuid,uuid,U,false,gen_random_uuid(),false,false
public,eb_tenant_shares,2,invoice_id,uuid,uuid,U,false,null,false,false
public,eb_tenant_shares,3,apartment_id,uuid,uuid,U,true,null,false,false
public,eb_tenant_shares,4,billing_month,text,text,S,false,null,false,false
public,eb_tenant_shares,5,total_apartment_bill,numeric,numeric,N,true,0,false,false
public,eb_tenant_shares,6,total_tenant_days,integer,int4,N,true,0,false,false
public,eb_tenant_shares,7,per_day_rate,numeric,numeric,N,true,0,false,false
public,eb_tenant_shares,8,tenant_stay_days,integer,int4,N,true,0,false,false
public,eb_tenant_shares,9,tenant_eb_charge,numeric,numeric,N,true,0,false,false
public,eb_tenant_shares,10,total_units,numeric,numeric,N,true,0,false,false
public,eb_tenant_shares,11,unit_cost,numeric,numeric,N,true,0,false,false
public,eb_tenant_shares,12,created_at,timestamp with time zone,timestamptz,D,true,now(),false,false
public,eb_tenant_shares,13,organization_id,uuid,uuid,U,false,null,false,false
public,eb_tenant_shares,14,tenant_id,uuid,uuid,U,true,null,false,false
public,electricity_readings,1,id,uuid,uuid,U,false,gen_random_uuid(),false,false
public,electricity_readings,2,organization_id,uuid,uuid,U,false,null,false,false
public,electricity_readings,3,property_id,uuid,uuid,U,false,null,false,false
public,electricity_readings,4,apartment_id,uuid,uuid,U,false,null,false,false
public,electricity_readings,5,reading_start,"numeric(10,2)",numeric,N,false,null,false,false
public,electricity_readings,6,reading_end,"numeric(10,2)",numeric,N,false,null,false,false
public,electricity_readings,7,units_consumed,"numeric(10,2)",numeric,N,true,null,false,false
public,electricity_readings,8,unit_cost,"numeric(10,2)",numeric,N,false,null,false,false
public,electricity_readings,9,billing_month,text,text,S,false,null,false,false
public,electricity_readings,10,created_at,timestamp with time zone,timestamptz,D,true,now(),false,false
public,electricity_readings,11,meter_photo_url,text,text,S,true,null,false,false
public,electricity_readings,12,is_locked,boolean,bool,B,false,false,false,false
public,electricity_readings,13,locked_by,uuid,uuid,U,true,null,false,false
public,electricity_shares,1,id,uuid,uuid,U,false,gen_random_uuid(),false,false
public,electricity_shares,2,electricity_reading_id,uuid,uuid,U,false,null,false,false
public,electricity_shares,3,tenant_id,uuid,uuid,U,false,null,false,false
public,electricity_shares,4,units_allocated,"numeric(10,2)",numeric,N,true,null,false,false
public,electricity_shares,5,cost_share,"numeric(10,2)",numeric,N,true,null,false,false
public,electricity_shares,6,created_at,timestamp with time zone,timestamptz,D,true,now(),false,false
public,email_templates,1,id,uuid,uuid,U,false,gen_random_uuid(),false,false
public,email_templates,2,organization_id,uuid,uuid,U,true,null,false,false
public,email_templates,3,email_type,text,text,S,false,null,false,false
public,email_templates,4,subject_template,text,text,S,false,null,false,false
public,email_templates,5,html_template,text,text,S,false,null,false,false
public,email_templates,6,design_json,jsonb,jsonb,U,true,null,false,false
public,email_templates,7,is_default,boolean,bool,B,false,false,false,false
public,email_templates,8,version,integer,int4,N,false,1,false,false
public,email_templates,9,created_at,timestamp with time zone,timestamptz,D,false,now(),false,false
public,email_templates,10,updated_at,timestamp with time zone,timestamptz,D,false,now(),false,false
public,employee_specialties,1,id,uuid,uuid,U,false,gen_random_uuid(),false,false
public,employee_specialties,2,user_id,uuid,uuid,U,false,null,false,false
public,employee_specialties,3,specialty,text,text,S,false,null,false,false
public,employee_specialties,4,created_at,timestamp with time zone,timestamptz,D,true,now(),false,false
public,employees,1,id,uuid,uuid,U,false,gen_random_uuid(),false,false
public,employees,2,employee_id,text,text,S,true,null,false,false
public,employees,3,first_name,text,text,S,true,null,false,false
public,employees,4,last_name,text,text,S,true,null,false,false
public,employees,5,full_name,text,text,S,true,null,false,false
public,employees,6,email,text,text,S,false,null,false,false
public,employees,7,department,text,text,S,false,null,false,false
public,employees,8,department_id,uuid,uuid,U,true,null,false,false
public,employees,9,position,text,text,S,false,null,false,false
public,employees,10,company_id,uuid,uuid,U,true,null,false,false
public,employees,11,shift_id,uuid,uuid,U,true,null,false,false
public,employees,12,salary_type,text,text,S,false,null,false,false
public,employees,13,salary_rate,"numeric(12,2)",numeric,N,false,null,false,false
public,employees,14,branch,text,text,S,true,null,false,false
public,employees,15,bonus,"numeric(12,2)",numeric,N,true,null,false,false
public,employees,16,status,text,text,S,false,null,false,false
public,employees,17,face_registered,boolean,bool,B,true,false,false,false
public,employees,18,face_descriptor,double precision[],_float8,A,true,null,false,true
public,employees,19,bank_name,text,text,S,true,null,false,false
public,employees,20,bank_account_number,text,text,S,true,null,false,false
public,employees,21,bank_ifsc_code,text,text,S,true,null,false,false
public,employees,22,aadhar_number,text,text,S,true,null,false,false
public,employees,23,user_id,uuid,uuid,U,true,null,false,false
public,employees,24,created_at,timestamp with time zone,timestamptz,D,true,now(),false,false
public,employees_sync,1,id,uuid,uuid,U,false,gen_random_uuid(),false,false
public,employees_sync,2,record_id,text,text,S,false,null,false,false
public,employees_sync,3,employee_code,text,text,S,true,null,false,false
public,employees_sync,4,first_name,text,text,S,true,null,false,false
public,employees_sync,5,last_name,text,text,S,true,null,false,false
public,employees_sync,6,email,text,text,S,true,null,false,false
public,employees_sync,7,department,text,text,S,true,null,false,false
public,employees_sync,8,position,text,text,S,true,null,false,false
public,employees_sync,9,company_name,text,text,S,true,null,false,false
public,employees_sync,10,shift_name,text,text,S,true,null,false,false
public,employees_sync,11,salary_type,text,text,S,true,null,false,false
public,employees_sync,12,salary_rate,numeric,numeric,N,true,null,false,false
public,employees_sync,13,bank_name,text,text,S,true,null,false,false
public,employees_sync,14,bank_account,text,text,S,true,null,false,false
public,employees_sync,15,ifsc_code,text,text,S,true,null,false,false
public,employees_sync,16,aadhar_number,text,text,S,true,null,false,false
public,employees_sync,17,status,text,text,S,true,null,false,false
public,employees_sync,18,synced_at,timestamp with time zone,timestamptz,D,true,null,false,false
public,employees_sync,19,created_at,timestamp with time zone,timestamptz,D,true,now(),false,false
public,enquiries,1,id,uuid,uuid,U,false,gen_random_uuid(),false,false
public,enquiries,2,organization_id,uuid,uuid,U,false,'00000000-0000-0000-0000-000000000001'::uuid,false,false
public,enquiries,3,phone,text,text,S,false,null,false,false
public,enquiries,4,name,text,text,S,true,null,false,false
public,enquiries,5,language,text,text,S,true,'en'::text,false,false
public,enquiries,6,move_in_date,date,date,D,true,null,false,false
public,enquiries,7,bed_type,text,text,S,true,null,false,false
public,enquiries,8,gender,text,text,S,true,null,false,false
public,enquiries,9,property_interest,text,text,S,true,null,false,false
public,enquiries,10,budget,numeric,numeric,N,true,null,false,false
public,enquiries,11,status,text,text,S,false,'new'::text,false,false
public,enquiries,12,source,text,text,S,true,'whatsapp_bot'::text,false,false
public,enquiries,13,raw_payload,jsonb,jsonb,U,true,null,false,false
public,enquiries,14,created_at,timestamp with time zone,timestamptz,D,false,now(),false,false
public,enquiries,15,updated_at,timestamp with time zone,timestamptz,D,false,now(),false,false
public,exit_tasks,1,id,uuid,uuid,U,false,gen_random_uuid(),false,false
public,exit_tasks,2,organization_id,uuid,uuid,U,false,null,false,false
public,exit_tasks,3,allotment_id,uuid,uuid,U,false,null,false,false
public,exit_tasks,4,tenant_id,uuid,uuid,U,false,null,false,false
public,exit_tasks,5,exit_date,date,date,D,false,null,false,false
public,exit_tasks,6,assigned_to,uuid,uuid,U,true,null,false,false
public,exit_tasks,7,assigned_at,timestamp with time zone,timestamptz,D,true,now(),false,false
public,exit_tasks,8,status,text,text,S,true,'pending'::text,false,false
public,exit_tasks,9,checklist,jsonb,jsonb,U,true,"'[{""done"": false, ""item"": ""Room Inspection Done""}, {""done"": false, ""item"": ""Keys Collected""}, {""done"": false, ""item"": ""Meter Reading Taken""}, {""done"": false, ""item"": ""Damages Assessed""}, {""done"": false, ""item"": ""Final Invoice Reviewed""}]'::jsonb",false,false
public,exit_tasks,10,refund_details,jsonb,jsonb,U,true,'{}'::jsonb,false,false
public,exit_tasks,11,tenant_approval_sent,boolean,bool,B,true,false,false,false
public,exit_tasks,12,tenant_approved,boolean,bool,B,true,null,false,false
public,exit_tasks,13,tenant_approved_at,timestamp with time zone,timestamptz,D,true,null,false,false
public,exit_tasks,14,completed_by,uuid,uuid,U,true,null,false,false
public,exit_tasks,15,completed_at,timestamp with time zone,timestamptz,D,true,null,false,false
public,exit_tasks,16,notes,text,text,S,true,null,false,false
public,exit_tasks,17,created_at,timestamp with time zone,timestamptz,D,true,now(),false,false
public,expense_bed_allocations,1,id,uuid,uuid,U,false,gen_random_uuid(),false,false
public,expense_bed_allocations,2,expense_id,uuid,uuid,U,false,null,false,false
public,expense_bed_allocations,3,bed_id,uuid,uuid,U,false,null,false,false
public,expense_bed_allocations,4,organization_id,uuid,uuid,U,false,null,false,false
public,expense_bed_allocations,5,allocated_amount,numeric,numeric,N,false,0,false,false
public,expense_bed_allocations,6,created_at,timestamp with time zone,timestamptz,D,false,now(),false,false
public,expense_categories,1,id,uuid,uuid,U,false,gen_random_uuid(),false,false
public,expense_categories,2,organization_id,uuid,uuid,U,false,null,false,false
public,expense_categories,3,key,text,text,S,false,null,false,false
public,expense_categories,4,label,text,text,S,false,null,false,false
public,expense_categories,5,sort_order,integer,int4,N,true,0,false,false
public,expense_categories,6,is_active,boolean,bool,B,true,true,false,false
public,expense_categories,7,created_at,timestamp with time zone,timestamptz,D,true,now(),false,false
public,expense_categories,8,gl_account_id,uuid,uuid,U,true,null,false,false
public,expense_subcategories,1,id,uuid,uuid,U,false,gen_random_uuid(),false,false
public,expense_subcategories,2,organization_id,uuid,uuid,U,false,null,false,false
public,expense_subcategories,3,category_id,uuid,uuid,U,false,null,false,false
public,expense_subcategories,4,key,text,text,S,false,null,false,false
public,expense_subcategories,5,label,text,text,S,false,null,false,false
public,expense_subcategories,6,sort_order,integer,int4,N,true,0,false,false
public,expense_subcategories,7,is_active,boolean,bool,B,true,true,false,false
public,expense_subcategories,8,created_at,timestamp with time zone,timestamptz,D,true,now(),false,false
public,expense_subcategories,9,gl_account_id,uuid,uuid,U,true,null,false,false
public,expenses,1,id,uuid,uuid,U,false,gen_random_uuid(),false,false
public,expenses,2,organization_id,uuid,uuid,U,false,null,false,false
public,expenses,3,property_id,uuid,uuid,U,true,null,false,false
public,expenses,4,apartment_id,uuid,uuid,U,true,null,false,false
public,expenses,5,bed_id,uuid,uuid,U,true,null,false,false
public,expenses,8,description,text,text,S,true,null,false,false
public,expenses,9,amount,numeric,numeric,N,false,0,false,false
public,expenses,10,expense_date,date,date,D,false,CURRENT_DATE,false,false
public,expenses,11,billing_month,text,text,S,true,null,false,false
public,expenses,12,receipt_url,text,text,S,true,null,false,false
public,expenses,13,created_at,timestamp with time zone,timestamptz,D,true,now(),false,false
public,expenses,15,data_source,text,text,S,true,'migration_2026'::text,false,false
public,expenses,16,related_asset_id,uuid,uuid,U,true,null,false,false
public,expenses,17,category_id,uuid,uuid,U,true,null,false,false
public,expenses,18,subcategory_id,uuid,uuid,U,true,null,false,false
public,expenses,19,vendor_id,uuid,uuid,U,true,null,false,false
public,expenses,20,asset_type_id,uuid,uuid,U,true,null,false,false
public,expenses,21,issue_type_id,uuid,uuid,U,true,null,false,false
public,expenses,22,ticket_resolution_id,uuid,uuid,U,true,null,false,false
public,expenses,23,bank_account_id,uuid,uuid,U,true,null,false,false
public,expenses,24,team_payment_id,uuid,uuid,U,true,null,false,false
public,export_entity_registry,1,entity_key,text,text,S,false,null,false,false
public,export_entity_registry,2,view_name,text,text,S,false,null,false,false
public,export_entity_registry,3,label,text,text,S,false,null,false,false
public,export_entity_registry,4,module,text,text,S,false,'reports'::text,false,false
public,export_entity_registry,5,sort_order,integer,int4,N,false,0,false,false
public,financial_audit_log,1,id,uuid,uuid,U,false,gen_random_uuid(),false,false
public,financial_audit_log,2,organization_id,uuid,uuid,U,false,null,false,false
public,financial_audit_log,3,journal_entry_id,uuid,uuid,U,true,null,false,false
public,financial_audit_log,4,operation,text,text,S,false,null,false,false
public,financial_audit_log,5,actor_user_id,uuid,uuid,U,true,null,false,false
public,financial_audit_log,6,source_table,text,text,S,true,null,false,false
public,financial_audit_log,7,source_id,uuid,uuid,U,true,null,false,false
public,financial_audit_log,8,period,text,text,S,true,null,false,false
public,financial_audit_log,9,total_debit,"numeric(14,2)",numeric,N,true,null,false,false
public,financial_audit_log,10,total_credit,"numeric(14,2)",numeric,N,true,null,false,false
public,financial_audit_log,11,metadata,jsonb,jsonb,U,true,'{}'::jsonb,false,false
public,financial_audit_log,12,created_at,timestamp with time zone,timestamptz,D,false,now(),false,false
public,gst_monthly_workings,1,id,uuid,uuid,U,false,gen_random_uuid(),false,false
public,gst_monthly_workings,2,organization_id,uuid,uuid,U,false,null,false,false
public,gst_monthly_workings,3,month,integer,int4,N,false,null,false,false
public,gst_monthly_workings,4,year,integer,int4,N,false,null,false,false
public,gst_monthly_workings,5,generated_at,timestamp with time zone,timestamptz,D,false,now(),false,false
public,gst_monthly_workings,6,generated_by,uuid,uuid,U,true,null,false,false
public,gst_monthly_workings,7,tenant_json,jsonb,jsonb,U,false,'[]'::jsonb,false,false
public,gst_monthly_workings,8,summary_json,jsonb,jsonb,U,false,'{}'::jsonb,false,false
public,gst_monthly_workings,9,rcm_json,jsonb,jsonb,U,false,'{}'::jsonb,false,false
public,gst_monthly_workings,10,last_updated_at,timestamp with time zone,timestamptz,D,false,now(),false,false
public,invoice_line_items,1,id,uuid,uuid,U,false,gen_random_uuid(),false,false
public,invoice_line_items,2,invoice_id,uuid,uuid,U,false,null,false,false
public,invoice_line_items,3,line_type,text,text,S,false,null,false,false
public,invoice_line_items,4,description,text,text,S,true,null,false,false
public,invoice_line_items,5,amount,numeric,numeric,N,false,0,false,false
public,invoice_line_items,6,created_at,timestamp with time zone,timestamptz,D,true,now(),false,false
public,invoice_line_items,7,metadata,jsonb,jsonb,U,true,'{}'::jsonb,false,false
public,invoice_line_items,8,organization_id,uuid,uuid,U,false,null,false,false
public,invoice_pdf_configs,1,id,uuid,uuid,U,false,gen_random_uuid(),false,false
public,invoice_pdf_configs,2,organization_id,uuid,uuid,U,false,null,false,false
public,invoice_pdf_configs,3,config_type,text,text,S,false,null,false,false
public,invoice_pdf_configs,4,logo_url,text,text,S,true,null,false,false
public,invoice_pdf_configs,5,accent_color,text,text,S,true,null,false,false
public,invoice_pdf_configs,6,header_bg_color,text,text,S,true,null,false,false
public,invoice_pdf_configs,7,pan_number,text,text,S,true,null,false,false
public,invoice_pdf_configs,8,cin_number,text,text,S,true,null,false,false
public,invoice_pdf_configs,9,tax_label,text,text,S,true,'GST'::text,false,false
public,invoice_pdf_configs,10,bank_name,text,text,S,true,null,false,false
public,invoice_pdf_configs,11,account_number,text,text,S,true,null,false,false
public,invoice_pdf_configs,12,ifsc_code,text,text,S,true,null,false,false
public,invoice_pdf_configs,13,upi_id,text,text,S,true,null,false,false
public,invoice_pdf_configs,14,qr_code_url,text,text,S,true,null,false,false
public,invoice_pdf_configs,15,terms_and_conditions,text,text,S,true,null,false,false
public,invoice_pdf_configs,16,footer_notes,text,text,S,true,null,false,false
public,invoice_pdf_configs,17,signatory_name,text,text,S,true,null,false,false
public,invoice_pdf_configs,18,signatory_title,text,text,S,true,null,false,false
public,invoice_pdf_configs,19,number_prefix,text,text,S,true,'INV'::text,false,false
public,invoice_pdf_configs,20,created_at,timestamp with time zone,timestamptz,D,true,now(),false,false
public,invoice_pdf_configs,21,updated_at,timestamp with time zone,timestamptz,D,true,now(),false,false
public,invoice_pdf_configs,22,layout_style,text,text,S,true,null,false,false
public,invoice_pdf_configs,23,body_text_color,text,text,S,true,null,false,false
public,invoice_pdf_configs,24,muted_text_color,text,text,S,true,null,false,false
public,invoice_pdf_configs,25,header_text_color,text,text,S,true,null,false,false
public,invoice_pdf_configs,26,style_options,jsonb,jsonb,U,true,'{}'::jsonb,false,false
public,invoices,1,id,uuid,uuid,U,false,gen_random_uuid(),false,false
public,invoices,2,organization_id,uuid,uuid,U,false,null,false,false
public,invoices,3,tenant_id,uuid,uuid,U,false,null,false,false
public,invoices,4,property_id,uuid,uuid,U,false,null,false,false
public,invoices,5,apartment_id,uuid,uuid,U,true,null,false,false
public,invoices,6,bed_id,uuid,uuid,U,true,null,false,false
public,invoices,7,invoice_number,text,text,S,true,null,false,false
public,invoices,8,invoice_date,date,date,D,true,CURRENT_DATE,false,false
public,invoices,9,due_date,date,date,D,true,null,false,false
public,invoices,10,rent_amount,"numeric(10,2)",numeric,N,true,0,false,false
public,invoices,11,electricity_amount,"numeric(10,2)",numeric,N,true,0,false,false
public,invoices,12,other_charges,"numeric(10,2)",numeric,N,true,0,false,false
public,invoices,13,total_amount,"numeric(10,2)",numeric,N,true,0,false,false
public,invoices,14,status,text,text,S,true,'pending'::text,false,false
public,invoices,15,created_at,timestamp with time zone,timestamptz,D,true,now(),false,false
public,invoices,16,late_fee,numeric,numeric,N,true,0,false,false
public,invoices,17,locked,boolean,bool,B,true,false,false,false
public,invoices,18,billing_month,text,text,S,true,null,false,false
public,invoices,21,allotment_id,uuid,uuid,U,true,null,false,false
public,invoices,22,estimated_eb,numeric,numeric,N,true,0,false,false
public,invoices,23,amount_paid,numeric,numeric,N,true,0,false,false
public,invoices,24,balance,numeric,numeric,N,true,0,false,false
public,invoices,25,is_deleted,boolean,bool,B,true,false,false,false
public,invoices,26,invoice_type,text,text,S,true,'regular'::text,false,false
public,invoices,27,reference_type,text,text,S,true,null,false,false
public,invoices,28,reference_id,uuid,uuid,U,true,null,false,false
public,issue_sub_types,1,id,uuid,uuid,U,false,gen_random_uuid(),false,false
public,issue_sub_types,2,issue_type_id,uuid,uuid,U,false,null,false,false
public,issue_sub_types,3,organization_id,uuid,uuid,U,false,null,false,false
public,issue_sub_types,4,name,text,text,S,false,null,false,false
public,issue_sub_types,5,icon,text,text,S,false,'circle-dot'::text,false,false
public,issue_sub_types,6,description,text,text,S,true,null,false,false
public,issue_sub_types,7,sort_order,integer,int4,N,false,0,false,false
public,issue_sub_types,8,created_at,timestamp with time zone,timestamptz,D,true,now(),false,false
public,issue_type_asset_types,1,id,uuid,uuid,U,false,gen_random_uuid(),false,false
public,issue_type_asset_types,2,organization_id,uuid,uuid,U,false,null,false,false
public,issue_type_asset_types,3,issue_type_id,uuid,uuid,U,false,null,false,false
public,issue_type_asset_types,4,asset_type_id,uuid,uuid,U,false,null,false,false
public,issue_type_asset_types,5,created_at,timestamp with time zone,timestamptz,D,true,now(),false,false
public,issue_type_expense_mapping,1,id,uuid,uuid,U,false,gen_random_uuid(),false,false
public,issue_type_expense_mapping,2,organization_id,uuid,uuid,U,false,null,false,false
public,issue_type_expense_mapping,3,issue_type_id,uuid,uuid,U,false,null,false,false
public,issue_type_expense_mapping,4,expense_category_id,uuid,uuid,U,true,null,false,false
public,issue_type_expense_mapping,5,expense_subcategory_id,uuid,uuid,U,true,null,false,false
public,issue_type_expense_mapping,6,gl_account_id,uuid,uuid,U,false,null,false,false
public,issue_type_expense_mapping,7,created_at,timestamp with time zone,timestamptz,D,false,now(),false,false
public,issue_types,1,id,uuid,uuid,U,false,gen_random_uuid(),false,false
public,issue_types,2,organization_id,uuid,uuid,U,false,null,false,false
public,issue_types,3,name,text,text,S,false,null,false,false
public,issue_types,4,icon,text,text,S,true,'wrench'::text,false,false
public,issue_types,5,priority,text,text,S,true,'medium'::text,false,false
public,issue_types,6,sla_hours,integer,int4,N,true,24,false,false
public,issue_types,7,created_at,timestamp with time zone,timestamptz,D,true,now(),false,false
public,journal_entries,1,id,uuid,uuid,U,false,gen_random_uuid(),false,false
public,journal_entries,2,organization_id,uuid,uuid,U,false,null,false,false
public,journal_entries,3,entry_date,date,date,D,false,null,false,false
public,journal_entries,4,period,text,text,S,false,null,false,false
public,journal_entries,5,description,text,text,S,true,null,false,false
public,journal_entries,6,source_table,text,text,S,false,null,false,false
public,journal_entries,7,source_id,uuid,uuid,U,true,null,false,false
